,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_wins,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_wins,pace,winner,winning_abbr
201904270TOR,59.8,24.0,7.340000000000001,4.2,115.67999999999999,75.54,33.6,0.5066,90.8,0.4474,40.6,0.28759999999999997,26.2,0.761,20.2,1.0,240.0,108.36000000000001,26.18,12.2,22.2,112.2,6.32,6.6,0.33499999999999996,30.4,0.35319999999999996,10.8,49.64,45.8,0.5476,12.959999999999999,15.2,60.4,0.49260000000000004,29.8,0.4,53.44,24.0,6.08,3.6,108.36000000000001,73.82000000000001,35.2,0.5356,92.6,0.47919999999999996,44.4,0.286,26.2,0.7582,20.4,1.0,240.0,115.67999999999999,24.46,10.8,23.6,119.6,6.9,7.2,0.347,32.0,0.3338,10.4,50.36,46.0,0.5748,11.8,14.0,60.6,0.5572000000000001,34.0,0.6,103.43999999999998,Home,TOR
201904290TOR,65.16,24.4,8.66,4.8,106.34,80.72,38.4,0.48660000000000003,88.0,0.43079999999999996,38.0,0.2916,25.6,0.7938000000000001,20.6,0.8,240.0,104.35999999999999,25.96,11.6,21.0,106.4,6.580000000000001,6.8,0.3472,30.2,0.327,9.8,53.660000000000004,50.0,0.5356,14.139999999999997,16.2,57.8,0.4864,28.2,0.2,55.019999999999996,22.2,6.919999999999999,3.8,104.35999999999999,74.03999999999999,33.8,0.49779999999999996,91.2,0.4396000000000001,40.0,0.2536,22.8,0.769,17.8,1.2,240.0,106.34,19.28,9.6,23.4,108.4,7.459999999999999,7.6,0.3814,34.8,0.3096,10.6,46.34,43.4,0.5366,11.540000000000001,13.4,56.4,0.5198,29.4,0.8,101.74000000000001,Away,PHI
201905020PHI,62.17999999999999,22.2,8.22,4.6,109.88,80.72,36.0,0.4720000000000001,85.8,0.4194,36.0,0.2726,23.2,0.779,18.2,1.2,240.0,100.46000000000001,22.94,10.2,18.6,99.2,6.42,6.4,0.3548,30.2,0.2974,9.0,51.279999999999994,46.2,0.5178,13.34,14.8,55.6,0.485,27.0,0.4,62.34000000000001,25.6,9.18,5.0,100.46000000000001,77.06,35.0,0.5224,88.8,0.46080000000000004,40.8,0.2354,20.4,0.7772,16.0,0.8,240.0,109.88,19.28,8.8,22.0,108.6,7.220000000000001,7.2,0.355,31.6,0.3556,11.0,48.739999999999995,43.8,0.5566,11.580000000000002,13.0,57.2,0.5192,29.8,0.6,98.82000000000001,Home,PHI
201905050PHI,61.67999999999999,21.0,6.5,3.6,109.74000000000001,80.58,34.4,0.46820000000000006,83.4,0.41159999999999997,34.2,0.2932,24.2,0.7882,19.2,1.6,240.0,100.64000000000001,21.080000000000002,9.4,18.6,97.0,6.5600000000000005,6.4,0.3774,31.2,0.30039999999999994,9.4,49.940000000000005,43.8,0.5182,12.8,13.8,52.2,0.48,24.8,0.8,62.9,25.4,10.540000000000001,5.4,100.64000000000001,78.92,35.6,0.5241999999999999,87.2,0.4612,40.2,0.22760000000000002,19.2,0.7664,14.8,0.2,240.0,109.74000000000001,19.419999999999998,8.4,21.4,106.2,7.220000000000001,7.0,0.3632,31.6,0.3556,11.0,50.08,44.0,0.5556,11.48,12.6,55.6,0.5222,29.2,0.4,96.66,Away,TOR
201905070TOR,58.760000000000005,19.6,7.68,3.8,112.38000000000002,82.54,34.4,0.47240000000000004,80.6,0.4178,33.6,0.29,23.2,0.8062000000000001,18.8,0.8,240.0,100.1,20.18,8.6,21.2,94.8,5.92,5.6,0.3716,29.8,0.29239999999999994,8.8,50.839999999999996,43.0,0.5234,13.98,14.8,50.8,0.49119999999999997,24.8,0.6,60.18000000000001,22.8,10.3,5.2,100.1,79.82000000000001,33.8,0.5252,83.6,0.45680000000000004,38.0,0.29,24.0,0.8088000000000001,19.4,0.6,240.0,112.38000000000002,17.46,7.4,20.8,106.8,7.779999999999999,7.4,0.3948,33.0,0.3508,11.4,49.18,41.2,0.5678,10.260000000000002,10.8,50.6,0.526,26.6,1.0,94.88,Home,TOR
201905090PHI,59.9,20.0,8.24,4.2,113.32000000000001,75.85999999999999,32.6,0.479,79.0,0.42560000000000003,33.6,0.3144,24.8,0.8246,20.4,1.4,240.0,101.44000000000001,19.080000000000002,7.8,21.8,96.0,6.76,6.4,0.3884,30.6,0.27359999999999995,8.4,47.94,40.4,0.5344,13.74,14.4,48.4,0.5226000000000001,25.2,1.2,63.120000000000005,24.0,9.540000000000001,4.6,101.44000000000001,80.92,33.4,0.5134,85.6,0.4452,38.0,0.28759999999999997,24.4,0.821,20.0,0.6,240.0,113.32000000000001,24.139999999999997,10.2,20.4,107.6,8.2,7.8,0.3894,33.2,0.3556,11.6,52.08,43.6,0.5588,11.3,12.4,52.4,0.5045999999999999,26.4,0.8,94.8,Home,PHI
201905120TOR,56.660000000000004,18.8,8.76,4.6,115.44000000000001,73.1,31.0,0.4868,76.8,0.4328,33.2,0.3384,25.6,0.8065999999999999,20.6,1.4,240.0,102.03999999999999,16.72,7.0,22.4,95.2,6.840000000000001,6.4,0.3792,29.0,0.28300000000000003,8.2,45.14,38.0,0.5418000000000001,13.38,13.6,47.8,0.525,25.0,1.2,59.82000000000001,23.0,9.680000000000001,4.6,102.03999999999999,83.28,34.6,0.514,85.2,0.449,38.2,0.2972,25.2,0.8266,20.8,1.0,240.0,115.44000000000001,26.9,11.6,20.4,108.2,8.36,7.8,0.37540000000000007,31.8,0.34819999999999995,11.0,54.879999999999995,46.2,0.562,11.48,12.6,53.4,0.511,27.2,1.4,93.46000000000001,Home,TOR
201810310PHO,52.2,24.0,9.1,6.0,88.2,85.4,41.0,0.578,83.0,0.554,46.0,0.313,26.0,0.923,24.0,2.0,240.0,117.6,17.6,6.0,15.0,120.0,6.9,7.0,0.217,18.0,0.222,4.0,57.3,47.0,0.635,12.9,14.0,65.0,0.646,42.0,5.0,60.0,21.0,4.6,3.0,117.6,82.4,28.0,0.422,90.0,0.389,35.0,0.2,18.0,0.778,14.0,0.0,240.0,88.2,14.6,7.0,26.0,90.0,9.8,10.0,0.267,24.0,0.25,6.0,42.7,35.0,0.46,13.3,15.0,66.0,0.439,29.0,0.0,102.0,Away,SAS
201811020PHO,61.45,26.5,12.25,8.0,94.35,79.35,37.0,0.579,82.0,0.53,43.5,0.28600000000000003,23.5,0.771,18.5,1.5,240.0,113.65,15.8,6.0,19.0,113.5,9.100000000000001,9.0,0.312,25.5,0.293,8.0,50.8,43.0,0.614,12.75,13.5,56.5,0.625,35.5,6.5,55.0,20.5,6.45,3.5,113.65,84.2,32.5,0.45299999999999996,90.5,0.4145,37.5,0.199,18.0,0.667,12.0,0.0,240.0,94.35,20.65,9.5,22.0,94.0,6.45,6.5,0.27649999999999997,25.0,0.279,7.0,49.2,42.0,0.47750000000000004,13.25,15.0,65.5,0.4655,30.5,0.0,99.75,Away,TOR
201811060PHO,58.866666666666674,25.0,11.133333333333333,7.0,91.0,80.0,37.666666666666664,0.551,85.33333333333333,0.502,42.666666666666664,0.25966666666666666,22.0,0.742,16.666666666666668,3.0,240.0,111.39999999999999,18.7,8.333333333333334,20.0,110.33333333333333,9.166666666666666,9.0,0.3383333333333333,29.0,0.2786666666666667,8.333333333333334,51.03333333333333,46.0,0.582,11.533333333333333,12.333333333333334,56.333333333333336,0.607,34.333333333333336,6.0,55.699999999999996,19.0,6.1000000000000005,3.3333333333333335,111.39999999999999,81.3,35.0,0.43566666666666665,87.33333333333333,0.39166666666666666,34.333333333333336,0.215,18.666666666666668,0.7280000000000001,13.666666666666666,0.0,240.0,91.0,20.033333333333335,9.333333333333334,21.333333333333332,90.0,5.666666666666667,5.666666666666667,0.28733333333333333,25.0,0.306,7.666666666666667,48.96666666666667,44.333333333333336,0.4706666666666666,14.9,16.666666666666668,62.333333333333336,0.42333333333333334,26.666666666666668,0.0,98.93333333333334,Away,BRK
201811100NOP,55.575,22.75,11.225,7.0,98.8,75.7,35.0,0.5295,85.5,0.47825,40.75,0.253,21.5,0.794,17.25,4.75,240.0,108.975,19.225,8.75,21.75,107.5,9.450000000000001,9.25,0.3585,30.75,0.27849999999999997,8.75,48.45,43.75,0.567,11.875,12.75,54.75,0.5802499999999999,32.0,5.0,58.45,21.25,8.075,4.25,108.975,80.775,35.75,0.46475,87.0,0.41575,36.25,0.2455,21.25,0.753,16.25,0.0,240.0,98.8,24.325000000000003,11.0,20.5,97.25,6.05,6.0,0.28825,25.0,0.3395,8.5,51.55,46.75,0.5035000000000001,15.025,17.0,62.0,0.4445,27.75,0.0,98.55,Home,NOP
201811140PHO,53.6,21.4,10.48,6.4,103.0,77.7,34.0,0.5164,85.0,0.46699999999999997,39.6,0.2602,22.0,0.7936,17.6,5.0,240.0,107.02000000000001,21.04,9.6,19.8,105.2,9.0,8.8,0.34219999999999995,29.2,0.28359999999999996,8.4,49.38,43.6,0.5562,12.72,13.8,55.8,0.5576,31.2,5.4,58.239999999999995,22.4,7.8,4.2,107.02000000000001,78.96000000000001,35.2,0.5016,86.4,0.4446,38.4,0.21539999999999998,18.6,0.7774,14.4,0.0,240.0,103.0,22.32,9.8,21.0,101.0,6.7,6.6,0.3044,26.2,0.3684,9.8,50.62,45.0,0.5354,15.12,16.8,60.2,0.47640000000000005,28.6,0.0,98.2,Home,PHO
201812040PHO,55.160000000000004,22.0,10.02,5.8,106.17999999999999,74.96000000000001,32.4,0.521,85.2,0.46340000000000003,39.4,0.2738,23.2,0.7402,17.0,6.8,240.0,107.67999999999999,22.139999999999997,10.2,21.2,105.6,10.2,10.0,0.356,30.4,0.3308,9.8,47.8,42.6,0.5536,12.48,13.6,54.8,0.5418000000000001,29.6,6.8,60.46,23.6,8.22,4.4,107.67999999999999,77.85999999999999,35.6,0.5184,85.8,0.4542,39.0,0.22360000000000002,19.2,0.7838,15.0,0.0,240.0,106.17999999999999,25.060000000000002,11.0,21.2,104.0,6.5200000000000005,6.4,0.3498,30.0,0.3742,11.0,52.2,46.6,0.5526,16.04,18.0,55.8,0.5067999999999999,28.0,0.0,97.97999999999999,Away,SAC
201812060POR,52.44,20.2,7.62,4.2,107.8,74.26,31.8,0.48739999999999994,87.2,0.4391999999999999,38.2,0.2528,21.8,0.7736,16.6,10.8,240.0,103.02000000000001,23.419999999999998,11.2,20.8,101.4,10.16,10.0,0.33399999999999996,29.2,0.29500000000000004,8.4,47.4,43.0,0.5236,12.78,14.2,58.0,0.5147999999999999,29.8,6.0,62.160000000000004,24.4,8.440000000000001,4.8,103.02000000000001,76.58,36.8,0.5286,84.6,0.4626,39.2,0.2476,21.0,0.7986,16.4,0.0,240.0,107.8,25.76,11.2,21.4,106.0,7.919999999999999,7.8,0.3562,30.2,0.3792,11.2,52.6,48.0,0.5650000000000001,16.380000000000003,18.4,54.4,0.5187999999999999,28.0,0.0,98.38,Home,POR
201812110SAS,53.220000000000006,19.6,7.459999999999999,4.2,114.05999999999999,74.0,30.4,0.47859999999999997,85.2,0.4304,36.6,0.24560000000000004,20.8,0.8082,16.4,14.4,240.0,99.54,22.0,10.2,20.8,97.8,9.760000000000002,9.6,0.32399999999999995,27.6,0.3022,8.2,46.4,40.6,0.5176000000000001,14.2,15.6,57.6,0.4932,28.4,5.8,64.4,26.8,8.1,4.6,99.54,78.0,36.4,0.5628,85.0,0.49219999999999997,41.8,0.244,20.8,0.7969999999999999,16.2,0.0,240.0,114.05999999999999,26.0,11.0,20.4,111.8,8.56,8.4,0.345,29.4,0.43100000000000005,12.0,53.6,47.4,0.595,15.559999999999999,17.4,55.6,0.5414,29.8,0.0,98.12,Home,SAS
201812220WAS,54.98,22.4,7.0200000000000005,4.2,114.14000000000001,74.35999999999999,31.2,0.4908,91.0,0.4446,40.6,0.2564,23.4,0.7698,17.6,17.4,255.0,103.24000000000001,24.74,12.0,21.0,107.2,10.0,10.4,0.301,27.4,0.3094,8.4,47.96,43.2,0.526,13.580000000000002,15.6,63.6,0.5032,32.2,7.0,65.34,21.6,6.56,3.2,103.24000000000001,75.25999999999999,28.8,0.5650000000000001,69.2,0.5088,34.2,0.2252,16.0,0.7914,12.2,0.0,197.0,114.14000000000001,25.639999999999997,8.2,17.2,117.8,8.1,7.2,0.3516,24.6,0.5429999999999999,10.0,52.04,37.0,0.5958,15.52,14.0,44.6,0.5398,24.2,0.0,97.16,Home,WAS
201812230BRK,57.0,24.0,7.24,4.4,112.75999999999999,71.0,31.4,0.49800000000000005,92.2,0.4568,42.2,0.2346,21.8,0.7864000000000001,16.6,21.4,255.0,104.34,23.52,11.4,24.0,108.6,10.6,11.0,0.28379999999999994,26.2,0.2838,7.6,46.459999999999994,42.8,0.5306,12.58,14.4,66.0,0.521,34.6,7.2,66.36,21.2,6.340000000000001,3.2,104.34,76.47999999999999,29.2,0.541,69.4,0.491,32.8,0.2838,21.0,0.7436,15.0,0.0,197.0,112.75999999999999,29.0,10.0,15.6,116.8,7.659999999999999,6.8,0.3414,23.8,0.5202,9.0,53.54,39.2,0.5748,15.34,14.2,45.6,0.5224,23.8,0.0,97.46000000000001,Home,BRK
201901060PHO,55.0,23.0,6.220000000000001,4.0,113.91999999999999,74.94000000000001,31.2,0.4822,93.6,0.4464,42.0,0.2332,22.2,0.7964,17.2,23.2,255.0,103.32000000000001,24.860000000000003,12.4,23.8,108.0,9.779999999999998,10.2,0.2816,26.4,0.24820000000000003,6.8,47.8,43.6,0.5186,12.720000000000002,14.8,67.2,0.5198,35.2,8.6,62.839999999999996,20.4,6.22,3.2,103.32000000000001,75.14000000000001,29.8,0.5553999999999999,68.6,0.5072,33.8,0.2814,20.6,0.7605999999999999,15.0,0.0,197.0,113.91999999999999,25.06,8.0,15.2,118.4,7.44,6.6,0.3028,20.2,0.5444000000000001,8.6,52.2,37.8,0.5892000000000001,14.419999999999998,12.8,48.4,0.518,25.2,0.0,97.83999999999999,Away,CHO
201901080PHO,57.260000000000005,24.2,7.12,4.6,114.38,76.47999999999999,31.4,0.5136000000000001,91.4,0.46440000000000003,42.6,0.275,25.2,0.7772,19.0,23.2,255.0,107.46,26.78,12.6,23.4,113.0,9.68,10.2,0.2948,26.8,0.3146,8.8,50.1,44.0,0.5496,14.14,16.6,64.6,0.5162,33.8,11.8,64.92,21.8,7.08,3.4,107.46,73.22,26.8,0.562,69.2,0.513,34.6,0.261,19.0,0.7924,14.6,0.0,197.0,114.38,23.520000000000003,7.2,16.4,119.8,8.9,8.2,0.296,19.8,0.5578000000000001,8.8,49.92,34.0,0.5972,14.74,13.2,49.4,0.5188,25.8,0.0,98.67999999999999,Home,PHO
201901170TOR,55.739999999999995,24.0,8.26,5.2,113.8,75.97999999999999,31.2,0.5197999999999999,91.8,0.46979999999999994,43.2,0.3266,29.6,0.7613999999999999,22.2,25.4,255.0,111.7,29.959999999999997,14.0,23.2,117.6,10.04,10.6,0.298,27.2,0.3174,9.0,51.620000000000005,45.2,0.5612,13.66,16.4,64.6,0.5236,34.2,13.2,63.82000000000001,21.6,9.3,4.6,111.7,70.03999999999999,25.2,0.5558,69.8,0.5142,35.0,0.2734,20.2,0.768,15.0,0.0,197.0,113.8,24.020000000000003,7.4,18.8,119.8,9.06,8.4,0.3106,21.2,0.484,7.6,48.4,32.6,0.5902000000000001,14.440000000000001,13.0,48.6,0.5526000000000001,27.4,0.0,99.17999999999999,Home,TOR
201901190CHO,55.6,22.2,9.0,5.2,116.82000000000001,74.58,28.8,0.5168,86.2,0.4638,40.0,0.345,29.6,0.7674,22.4,27.6,240.0,111.12,26.1,11.6,22.8,111.4,9.16,9.2,0.313,26.8,0.32120000000000004,9.0,48.5,40.4,0.5616,13.0,15.0,59.4,0.5174000000000001,31.0,13.8,62.46,27.4,11.0,6.2,111.12,73.9,33.0,0.5704,86.0,0.509,43.8,0.28619999999999995,24.6,0.7784000000000001,18.8,0.0,240.0,116.82000000000001,25.419999999999998,9.8,23.6,117.0,9.1,9.2,0.323,27.8,0.3782,10.6,51.52,42.8,0.6042,14.16,16.0,58.2,0.5711999999999999,33.2,0.0,100.26,Home,CHO
201901240PHO,55.8,22.4,10.48,5.8,114.88000000000002,77.06,30.4,0.5232,87.2,0.4608,40.2,0.3516,30.4,0.7924,23.6,26.4,240.0,113.55999999999999,28.02,12.4,22.2,114.8,8.68,8.8,0.3302,28.6,0.3784,10.8,50.9,42.8,0.5712,13.48,15.8,58.6,0.5004,29.4,18.2,60.52,26.2,11.06,6.2,113.55999999999999,71.98,32.0,0.5612,86.6,0.49660000000000004,43.0,0.27,23.4,0.8068,18.8,0.0,240.0,114.88000000000002,22.96,8.8,25.0,116.0,9.440000000000001,9.6,0.3458,30.0,0.3726,11.2,49.12,40.8,0.5988,14.0,15.8,56.6,0.5598,31.8,0.0,101.14,Away,POR
201901290SAS,56.64,23.2,11.66,6.6,117.58,73.05999999999999,31.0,0.5549999999999999,85.0,0.484,41.0,0.32439999999999997,27.4,0.8089999999999999,21.8,30.8,240.0,114.67999999999999,24.459999999999997,10.2,22.4,115.8,8.479999999999999,8.6,0.3478,29.4,0.41200000000000003,12.0,49.959999999999994,41.2,0.5992,14.379999999999999,16.4,55.6,0.5254000000000001,29.0,16.6,62.160000000000004,27.4,11.4,6.2,114.67999999999999,75.54,29.8,0.5546,90.0,0.487,43.8,0.2642,23.6,0.7978,18.8,0.0,240.0,117.58,26.96,11.0,23.0,118.6,9.64,9.8,0.3536,31.8,0.38079999999999997,12.2,50.059999999999995,40.8,0.591,13.180000000000001,15.2,58.2,0.5429999999999999,31.6,0.0,101.0,Home,SAS
201902060UTA,56.1,22.6,10.8,6.0,119.4,71.7,30.6,0.5386,84.0,0.4824,40.4,0.3024,25.4,0.8288,20.8,35.6,240.0,111.46,22.139999999999997,9.2,23.6,111.2,8.02,8.0,0.3206,27.0,0.3438,9.6,48.32,39.8,0.5852,14.319999999999999,15.8,57.0,0.5456000000000001,30.8,14.8,62.17999999999999,27.0,10.379999999999999,5.8,111.46,77.86,30.4,0.554,89.2,0.4848,43.2,0.2972,26.2,0.7712,20.0,0.0,240.0,119.4,28.32,11.6,21.6,118.8,8.84,8.8,0.3634,32.4,0.37940000000000007,12.4,51.67999999999999,42.0,0.5898,12.22,14.0,56.8,0.5426,30.8,0.0,99.6,Home,UTA
201902100SAC,57.68000000000001,23.4,9.540000000000001,5.2,119.5,71.8,32.2,0.5324000000000001,85.4,0.48019999999999996,40.8,0.2826,24.2,0.8198000000000001,19.6,38.0,240.0,109.44000000000001,21.14,9.2,25.6,110.2,7.159999999999999,7.2,0.3086,26.4,0.3282,9.0,47.980000000000004,41.4,0.5757999999999999,14.36,16.0,59.0,0.5456000000000001,31.8,14.8,63.3,26.8,10.86,6.4,109.44000000000001,78.85999999999999,32.0,0.5469999999999999,88.8,0.47519999999999996,42.2,0.3438,30.0,0.7726000000000001,22.8,0.0,240.0,119.5,28.22,12.0,20.4,120.0,9.540000000000001,9.6,0.372,33.0,0.3874,12.8,52.02,44.0,0.5886,11.78,13.6,55.8,0.5277999999999999,29.4,0.0,100.58,Home,SAC
201903010PHO,60.52,26.0,8.28,4.6,113.14000000000001,75.66,36.4,0.5636,85.4,0.5056,43.0,0.2528,21.6,0.8022,17.2,38.0,240.0,109.7,23.5,9.8,24.0,113.2,8.12,8.4,0.2948,25.2,0.3802,10.0,52.64,46.2,0.5982000000000001,17.06,19.4,60.2,0.5551999999999999,33.0,18.2,62.879999999999995,25.6,8.56,5.2,109.7,76.5,29.6,0.5176000000000001,90.0,0.4514,40.6,0.342,30.2,0.7736,23.0,0.0,240.0,113.14000000000001,24.36,11.6,19.4,116.2,11.620000000000001,12.0,0.36719999999999997,33.0,0.3638,12.0,47.36,41.2,0.5626,12.059999999999999,14.2,57.0,0.5025999999999999,28.6,0.0,102.9,Away,NOP
201903090POR,61.71999999999999,26.4,6.840000000000001,4.0,116.68000000000002,73.68,34.6,0.5494,87.2,0.49539999999999995,42.8,0.2666,23.4,0.7746000000000001,18.2,44.4,240.0,109.16,22.04,9.6,23.8,113.2,7.9,8.2,0.2918,25.4,0.3544,9.4,50.18,44.2,0.585,15.66,17.8,61.8,0.5504,33.4,15.2,61.160000000000004,25.6,9.219999999999999,5.8,109.16,77.96,31.6,0.5362,89.6,0.46959999999999996,42.0,0.3644,32.0,0.7736,24.4,0.0,240.0,116.68000000000002,26.32,12.2,20.4,120.4,10.82,11.2,0.3482,31.2,0.38499999999999995,12.0,49.82,43.8,0.5812,12.02,14.2,58.4,0.5157999999999999,30.0,0.0,103.38,Home,POR
201903130PHO,65.16,27.2,6.58,3.8,111.9,77.17999999999999,35.6,0.5198,89.2,0.4688,41.6,0.2746,24.6,0.7607999999999999,18.8,41.8,240.0,108.26000000000002,25.36,11.4,23.8,111.2,7.9799999999999995,8.2,0.2926,26.2,0.3376,9.2,51.86,47.0,0.5574,14.4,16.6,63.0,0.5184,32.4,20.6,60.48,24.0,8.72,5.6,108.26000000000002,74.64,33.2,0.5236,86.0,0.46340000000000003,39.8,0.3804,32.6,0.7602,24.6,0.0,240.0,111.9,22.82,10.4,21.4,114.6,10.7,11.0,0.3266,28.2,0.3704,10.4,48.14,43.6,0.5706,12.48,14.4,57.8,0.5108,29.4,0.0,102.46,Away,UTA
201903160NOP,64.17999999999999,28.8,7.8,4.8,110.02000000000001,76.5,37.2,0.5334,94.2,0.4774,44.8,0.296,28.0,0.7529999999999999,21.2,43.6,245.0,112.5,26.080000000000002,12.2,25.4,121.2,7.9399999999999995,8.6,0.30519999999999997,28.6,0.3644,10.4,51.879999999999995,49.4,0.571,13.420000000000002,16.6,65.6,0.5264,34.4,21.8,61.14,19.0,8.120000000000001,5.0,112.5,73.92,27.6,0.5174,71.4,0.47240000000000004,32.6,0.3846,27.0,0.729,20.8,0.0,197.0,110.02000000000001,23.500000000000004,8.2,19.2,118.6,9.8,8.6,0.3188,23.4,0.39180000000000004,8.6,48.12,35.8,0.5656,13.24,12.2,48.0,0.5142,24.0,0.0,105.4,Away,PHO
201903230SAC,66.47999999999999,29.4,7.779999999999999,4.8,109.82000000000001,75.24,36.0,0.5351999999999999,93.6,0.4756,44.4,0.28900000000000003,27.2,0.7756000000000001,21.2,45.6,245.0,113.02000000000001,24.580000000000002,11.2,23.4,121.0,8.98,9.6,0.32299999999999995,30.0,0.373,11.0,50.54,47.2,0.5748,13.080000000000002,16.0,63.6,0.5264,33.4,23.0,60.279999999999994,18.8,5.8,3.4,113.02000000000001,75.41999999999999,27.6,0.5194,73.0,0.4668,32.8,0.3276,22.6,0.7382000000000001,17.8,0.0,197.0,109.82000000000001,24.759999999999998,8.6,18.8,117.6,8.88,7.6,0.3276,24.8,0.4232,10.2,49.46,36.2,0.5626,13.580000000000002,12.6,48.2,0.4862,22.6,0.0,104.67999999999999,Home,SAC
201903250UTA,60.61999999999999,25.0,7.359999999999999,4.6,114.14000000000001,74.46000000000001,33.4,0.49260000000000004,91.4,0.4422,40.6,0.3166,28.8,0.7998,23.0,50.0,245.0,108.05999999999999,23.46,11.0,23.4,113.4,8.24,8.6,0.3216,29.2,0.31520000000000004,9.2,48.42,44.4,0.5433999999999999,12.919999999999998,15.4,62.2,0.5036,31.4,20.8,60.7,20.0,6.639999999999999,3.8,108.05999999999999,76.54,28.8,0.5448,71.4,0.4932,34.4,0.3214,21.6,0.732,16.8,0.0,197.0,114.14000000000001,25.54,8.2,19.2,119.4,8.02,6.4,0.30399999999999994,22.2,0.4478,9.8,51.58,37.0,0.5834,13.079999999999998,11.6,49.2,0.5098,24.6,0.0,102.35999999999999,Home,UTA
201903270PHO,56.44000000000001,23.2,6.8,4.2,113.66,75.6,34.8,0.506,88.8,0.45439999999999997,40.6,0.3558,31.6,0.7622,23.8,48.6,245.0,109.5,24.32,11.4,22.8,114.2,8.86,9.2,0.3248,28.8,0.3206,9.2,49.760000000000005,46.2,0.5536,13.3,15.8,60.0,0.5188,31.4,24.0,62.1,20.6,6.959999999999999,3.8,109.5,75.68,28.2,0.5446,71.6,0.492,34.4,0.2974,19.6,0.738,15.4,0.0,197.0,113.66,24.4,8.0,19.4,118.2,8.82,7.2,0.3216,23.8,0.4338,10.0,50.239999999999995,36.2,0.5816,13.0,11.4,47.8,0.5206,24.4,0.0,101.78,Away,WAS
201904030PHO,55.8,23.2,8.120000000000001,5.2,113.97999999999999,74.0,34.4,0.5344,86.2,0.47519999999999996,41.0,0.347,30.2,0.7737999999999999,23.0,48.8,245.0,110.72,23.419999999999998,10.4,21.6,115.0,7.639999999999999,8.0,0.3346,28.6,0.3478,10.0,49.64,44.8,0.5798,15.0,17.4,57.6,0.538,31.0,26.0,60.44,20.6,7.24,3.8,110.72,76.58,26.6,0.546,73.4,0.49660000000000004,35.6,0.26999999999999996,17.6,0.7044,13.4,0.0,197.0,113.97999999999999,26.0,8.8,20.0,118.2,8.64,7.0,0.3214,24.2,0.40780000000000005,9.6,50.36,35.4,0.5766,12.58,11.0,49.2,0.5344,26.0,0.0,101.46000000000001,Away,UTA
201904050PHO,55.06,22.6,7.359999999999999,4.6,116.67999999999999,75.44,34.6,0.5284,86.4,0.4702,40.6,0.3284,28.4,0.772,21.6,47.6,245.0,111.8,25.28,11.2,19.2,112.6,6.760000000000001,6.8,0.3222,27.4,0.35539999999999994,9.8,51.2,45.8,0.5721999999999999,14.14,16.0,59.0,0.5248,30.8,29.0,56.55999999999999,20.2,8.940000000000001,3.6,111.8,74.74,26.4,0.5508,73.4,0.46040000000000003,35.2,0.22999999999999998,17.2,0.6044,13.0,0.0,197.0,116.67999999999999,24.56,8.8,19.4,117.6,9.1,6.8,0.3318,24.4,0.3478,9.4,48.8,35.2,0.5808,10.64,10.6,49.0,0.5202,25.8,0.0,98.6,Home,PHO
201810200POR,69.0,29.0,7.7,4.0,129.1,75.8,25.0,0.485,100.0,0.42,42.0,0.14,14.0,0.786,11.0,1.0,240.0,115.2,28.3,15.0,17.0,108.0,5.3,5.0,0.3,30.0,0.433,13.0,46.5,40.0,0.509,5.3,6.0,70.0,0.414,29.0,1.0,53.3,24.0,4.3,3.0,115.2,71.7,38.0,0.625,84.0,0.536,45.0,0.226,19.0,0.842,16.0,0.0,240.0,129.1,24.2,8.0,14.0,121.0,5.3,5.0,0.381,32.0,0.469,15.0,53.5,46.0,0.655,11.5,12.0,52.0,0.577,30.0,0.0,93.8,Home,POR
