,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_wins,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_wins,pace,winner,winning_abbr
201810170NYK,46.3,19.0,4.5,3.0,111.0,79.2,38.0,0.511,90.0,0.456,41.0,0.2,18.0,0.833,15.0,1.0,240.0,94.3,16.3,7.0,30.0,107.0,6.2,7.0,0.4,36.0,0.278,10.0,49.5,45.0,0.546,19.7,24.0,54.0,0.574,31.0,0.0,46.7,21.0,11.1,6.0,94.3,83.7,36.0,0.515,99.0,0.455,45.0,0.313,31.0,24.0,0.0,240.0,111.0,20.8,10.0,23.0,126.0,10.6,12.0,0.333,33.0,0.364,12.0,50.5,46.0,0.559,11.8,15.0,66.0,0.5,33.0,0.0,113.5,Home,NYK
201810190MEM,56.1,23.0,6.8,4.0,117.3,79.9,33.5,0.5445,86.5,0.475,41.0,0.317,27.0,0.708,18.0,1.5,240.0,102.35,20.35,9.0,30.5,112.0,7.35,8.0,0.3805,33.0,0.37250000000000005,12.0,49.45,42.5,0.569,17.9,21.5,53.5,0.5415,29.0,0.0,59.7,26.5,9.3,5.0,102.35,79.65,35.0,0.569,90.0,0.499,44.5,0.42200000000000004,37.0,27.0,0.0,240.0,117.3,20.1,8.5,26.0,128.5,9.55,10.5,0.327,29.5,0.432,12.5,50.55,43.5,0.6075,12.8,15.5,60.5,0.532,32.0,0.0,109.75,Home,MEM
201810210CLE,59.63333333333333,26.0,7.766666666666666,5.0,113.10000000000001,76.60000000000001,34.0,0.5636666666666666,90.33333333333333,0.48,43.333333333333336,0.276,24.333333333333332,0.735,17.0,1.6666666666666667,240.0,110.06666666666666,20.53333333333333,9.0,27.333333333333332,119.0,7.733333333333333,8.333333333333334,0.4136666666666667,37.666666666666664,0.4043333333333334,15.333333333333334,48.73333333333333,43.0,0.5876666666666667,15.299999999999999,18.333333333333332,52.666666666666664,0.531,28.0,0.3333333333333333,56.46666666666667,25.333333333333332,7.5,4.0,110.06666666666666,79.46666666666665,34.666666666666664,0.551,93.0,0.4876666666666667,45.0,0.3283333333333333,29.333333333333332,21.0,0.0,240.0,113.10000000000001,23.400000000000002,10.666666666666666,25.666666666666668,122.66666666666667,7.933333333333334,8.666666666666666,0.309,28.666666666666668,0.41133333333333333,11.666666666666666,51.26666666666667,45.333333333333336,0.5810000000000001,13.4,16.333333333333332,64.33333333333333,0.5213333333333333,33.333333333333336,0.0,108.5,Away,ATL
201810240ATL,61.175,25.75,10.075,6.0,110.5,77.725,36.25,0.54375,90.5,0.4645,42.0,0.27849999999999997,24.75,0.705,16.75,1.75,240.0,106.6,19.65,9.0,27.25,115.25,7.425,8.0,0.42025,38.25,0.37825000000000003,14.5,48.825,45.25,0.56775,15.025,18.0,52.25,0.5257499999999999,27.5,0.75,61.275000000000006,26.0,8.575,4.5,106.6,80.35,37.0,0.5355,92.5,0.4675,43.0,0.3315,29.75,21.25,0.0,240.0,110.5,22.275,10.5,25.75,119.75,7.325,8.0,0.33625,31.0,0.40725,12.5,51.175,47.5,0.56825,13.175,16.0,61.5,0.49474999999999997,30.5,0.0,108.4,Home,ATL
201810270ATL,62.82000000000001,25.6,10.78,6.0,105.12,78.17999999999999,37.8,0.5362,89.0,0.4584,40.8,0.26139999999999997,23.0,0.7266,16.0,2.2,240.0,104.34,19.28,8.8,26.0,111.6,8.7,9.2,0.41580000000000006,37.2,0.3754,14.0,49.46,46.6,0.562,15.66,18.4,51.8,0.5166000000000001,26.8,1.0,63.839999999999996,24.8,10.059999999999999,5.2,104.34,80.72,37.0,0.507,90.8,0.43820000000000003,39.8,0.32,28.4,20.8,0.0,240.0,105.12,21.82,10.6,23.2,112.8,7.62,8.2,0.36419999999999997,32.8,0.38580000000000003,12.4,50.54,47.6,0.545,14.319999999999999,17.2,58.0,0.46399999999999997,27.4,0.0,107.05999999999999,Away,CHI
201810290PHI,64.97999999999999,25.8,11.04,6.0,104.34,76.3,37.6,0.517,89.8,0.44160000000000005,39.6,0.266,23.6,0.6933999999999999,15.8,2.8,240.0,102.92,19.46,9.4,23.6,108.6,9.36,9.8,0.41459999999999997,37.4,0.363,13.6,48.019999999999996,47.0,0.542,13.959999999999999,16.2,52.4,0.49660000000000004,26.0,1.4,70.6,27.2,11.0,5.8,102.92,80.53999999999999,39.4,0.501,90.8,0.43,39.0,0.2938,25.8,19.4,0.4,240.0,104.34,23.7,11.8,23.0,110.2,6.82,7.2,0.3926,35.6,0.3726,12.8,51.98,51.2,0.5388,14.98,18.0,55.2,0.4678,26.2,15.2,105.46,Home,PHI
201810300CLE,63.160000000000004,25.4,11.679999999999998,6.6,105.33999999999999,74.52,38.4,0.5269999999999999,89.6,0.45020000000000004,40.2,0.2206,19.8,0.7062,13.8,3.4,240.0,102.4,17.5,8.4,23.2,108.0,8.8,9.2,0.42779999999999996,38.4,0.3554,13.8,47.1,46.8,0.5509999999999999,14.680000000000001,16.8,51.2,0.5182,26.4,1.8,66.28,25.4,9.92,5.2,102.4,82.5,39.6,0.4908,92.6,0.42140000000000005,39.2,0.2832,25.8,20.0,0.4,240.0,105.33999999999999,25.479999999999997,13.0,21.2,111.2,7.58,8.0,0.384,35.4,0.3766,12.8,52.9,52.6,0.5324000000000001,14.36,17.4,57.2,0.45339999999999997,26.4,15.2,105.4,Home,CLE
201811010ATL,64.16,26.6,10.82,5.8,104.78,76.17999999999999,38.6,0.529,89.6,0.46040000000000003,41.2,0.2472,22.4,0.711,16.0,3.6,240.0,103.18000000000002,17.98,8.6,24.8,110.6,9.58,10.2,0.4032,36.0,0.3418,12.2,47.980000000000004,47.2,0.5562,14.879999999999999,17.2,53.6,0.54,29.0,2.8,68.66,26.0,11.040000000000001,6.0,103.18000000000002,82.02000000000001,39.4,0.4936,90.2,0.425,38.4,0.3332,29.8,22.8,0.4,240.0,104.78,23.82,12.0,21.8,112.0,7.700000000000001,8.2,0.4006,36.2,0.35419999999999996,12.4,52.02,51.4,0.5396000000000001,14.98,18.2,54.0,0.47479999999999994,26.0,15.2,106.78,Away,SAC
201811030ATL,64.17999999999999,27.0,9.559999999999999,5.2,108.72,75.52000000000001,35.6,0.5474,88.4,0.4732,41.8,0.2512,22.4,0.7418,16.8,4.2,240.0,107.42,20.78,9.4,23.4,113.4,9.48,10.0,0.40939999999999993,36.0,0.3618,13.0,48.68,45.0,0.5770000000000001,15.039999999999997,17.2,52.4,0.5492,28.8,3.0,67.85999999999999,27.0,11.8,6.2,107.42,79.22,36.4,0.5152,89.6,0.44820000000000004,40.2,0.3172,28.2,22.0,0.4,240.0,108.72,24.48,11.6,20.8,114.4,8.780000000000001,9.2,0.38980000000000004,35.0,0.3564,12.0,51.32000000000001,48.0,0.5589999999999999,15.280000000000001,18.4,54.6,0.5096,28.2,15.2,105.25999999999999,Home,ATL
201811060CHO,61.040000000000006,26.4,9.8,5.8,112.91999999999999,75.3,32.8,0.5498,88.8,0.4828,42.8,0.255,22.8,0.7348,17.0,4.8,240.0,107.26000000000002,20.56,9.2,22.8,114.4,9.120000000000001,9.8,0.4004,35.4,0.329,11.8,47.54,42.0,0.579,15.219999999999999,17.6,53.4,0.5804,31.0,3.2,65.04,28.4,10.06,5.4,107.26000000000002,79.44,36.0,0.5486,91.2,0.48179999999999995,43.8,0.3016,27.2,20.2,0.4,240.0,112.91999999999999,24.7,11.0,21.4,120.0,8.680000000000001,9.2,0.362,33.2,0.3802,12.2,52.480000000000004,47.0,0.5816,14.98,18.2,58.0,0.5464,31.6,15.2,106.52000000000001,Home,CHO
201811070ATL,58.44,25.4,11.24,6.6,112.58,75.58,32.8,0.5694,85.4,0.4968,42.6,0.3324,28.0,0.7418,20.8,5.6,240.0,111.88,22.48,9.4,25.2,118.4,8.8,9.4,0.39959999999999996,34.0,0.3592,12.4,49.4,42.2,0.6043999999999999,15.8,18.2,51.4,0.5833999999999999,30.2,3.6,63.0,27.0,10.72,5.4,111.88,77.52000000000001,32.4,0.544,89.8,0.47940000000000005,43.0,0.3282,29.4,21.2,0.0,240.0,112.58,24.419999999999998,10.8,23.0,118.8,8.34,8.8,0.3496,31.4,0.3784,11.6,50.62,43.2,0.5782,14.76,17.8,58.4,0.5388,31.4,0.0,105.72,Away,NYK
201811090ATL,60.120000000000005,26.4,11.14,6.2,108.04,77.06,33.0,0.5592,88.4,0.48419999999999996,43.0,0.3302,28.4,0.7388,21.0,5.6,240.0,114.42,23.259999999999998,10.2,25.6,120.4,9.6,10.2,0.4112,36.4,0.35860000000000003,13.4,49.519999999999996,43.2,0.5946,13.6,15.8,52.0,0.564,29.6,4.4,62.220000000000006,25.8,11.1,5.6,114.42,76.74,34.2,0.5296000000000001,87.6,0.4706,41.2,0.3338,28.8,20.6,0.0,240.0,108.04,22.94,10.0,23.2,113.4,7.040000000000001,7.4,0.36479999999999996,32.0,0.32439999999999997,10.4,50.49999999999999,44.2,0.5661999999999999,15.459999999999999,18.4,55.6,0.5542,30.8,0.0,105.16,Away,DET
201811110LAL,57.98,23.8,11.540000000000001,6.4,108.25999999999999,74.74,32.6,0.5368,87.8,0.46240000000000003,40.6,0.2922,24.6,0.7454000000000001,18.0,7.0,240.0,108.94000000000001,23.48,10.2,24.4,112.4,9.24,9.6,0.4176,36.8,0.34880000000000005,13.2,48.739999999999995,42.8,0.5696,14.26,16.4,51.0,0.5368,27.4,3.8,64.2,26.2,12.3,6.2,108.94000000000001,76.52000000000001,33.8,0.5238,88.6,0.4588,40.6,0.3078,26.8,19.0,0.0,240.0,108.25999999999999,25.259999999999998,11.4,22.2,111.8,8.280000000000001,8.6,0.3762,33.4,0.34639999999999993,11.6,51.279999999999994,45.2,0.5578,15.459999999999999,18.4,55.2,0.5254,29.0,0.0,103.36000000000001,Home,LAL
201811130GSW,57.3,23.4,10.02,5.6,106.5,73.4,33.4,0.525,88.6,0.4558,40.4,0.26480000000000004,22.4,0.7382,16.2,8.2,240.0,106.74000000000001,21.72,9.6,24.0,109.4,9.9,10.2,0.3954,35.2,0.3438,12.4,47.56,43.0,0.5549999999999999,13.819999999999999,15.8,53.4,0.5237999999999999,28.0,3.8,64.22,25.2,11.280000000000001,6.0,106.74000000000001,78.28,35.0,0.5034,89.2,0.44000000000000006,39.2,0.30179999999999996,26.4,19.4,0.0,240.0,106.5,26.6,12.4,22.0,109.2,7.76,8.0,0.36279999999999996,32.4,0.354,11.4,52.46,47.4,0.5422,14.959999999999999,17.8,56.8,0.492,27.8,0.0,102.62,Home,GSW
201811150DEN,59.06,23.0,8.64,4.8,111.58,71.97999999999999,33.0,0.5008000000000001,90.0,0.429,38.6,0.281,24.2,0.7308,17.4,9.2,240.0,105.36000000000001,23.38,11.2,24.8,107.6,8.82,9.0,0.4162,37.6,0.3466,13.0,46.98,44.2,0.5347999999999999,13.1,15.2,52.4,0.48860000000000003,25.6,3.8,65.06,26.6,12.22,6.4,105.36000000000001,76.61999999999999,37.0,0.518,89.6,0.45500000000000007,40.8,0.31579999999999997,27.8,21.2,0.0,240.0,111.58,28.02,13.0,23.6,114.2,8.36,8.6,0.3614,32.4,0.354,11.4,53.02,50.0,0.5606,13.98,16.6,57.2,0.514,29.4,0.0,102.26000000000002,Home,DEN
201811170IND,63.14,24.0,8.14,4.6,108.56000000000002,73.39999999999999,32.8,0.47859999999999997,92.0,0.41179999999999994,38.0,0.221,20.2,0.7312,14.6,10.2,240.0,99.86,20.1,10.0,23.6,103.0,10.040000000000001,10.4,0.4048,37.4,0.32839999999999997,12.4,45.38,42.8,0.5102,13.36,15.6,54.6,0.4702,25.6,3.6,65.28,26.4,10.459999999999999,5.8,99.86,79.9,39.6,0.5197999999999999,88.6,0.45499999999999996,40.4,0.301,26.2,19.8,0.0,240.0,108.56000000000002,26.6,12.0,22.8,112.2,9.42,9.8,0.3478,30.8,0.3762,11.6,54.620000000000005,51.6,0.5591999999999999,14.9,17.6,57.8,0.49860000000000004,28.8,0.0,103.44000000000001,Home,IND
201811190ATL,62.1,22.8,8.32,5.0,109.6,71.53999999999999,33.4,0.45999999999999996,91.2,0.4029999999999999,36.8,0.28280000000000005,25.8,0.7622,19.6,10.2,240.0,99.46000000000001,22.4,11.0,21.8,103.6,9.78,10.2,0.3788,34.6,0.30379999999999996,10.4,46.4,44.4,0.5044000000000001,13.959999999999999,16.6,56.6,0.4662,26.4,4.6,68.72,28.8,11.66,6.6,99.46000000000001,77.6,37.8,0.5208,93.0,0.453,42.2,0.2374,22.0,17.2,0.0,240.0,109.6,28.459999999999997,13.4,26.2,114.2,9.379999999999999,9.8,0.3522,32.8,0.3894,12.6,53.6,51.2,0.5552,14.319999999999999,17.2,60.2,0.4896,29.6,0.0,104.28,Away,LAC
201811210ATL,63.660000000000004,24.4,7.2,4.4,110.66,74.6,34.8,0.4788,90.2,0.4232,38.2,0.30660000000000004,27.8,0.7407999999999999,20.8,9.0,240.0,103.92,24.7,11.8,21.4,107.2,8.86,9.2,0.3654,33.0,0.3094,10.0,49.2,46.6,0.523,13.979999999999999,16.6,57.2,0.491,28.2,7.0,65.78,28.0,10.86,6.2,103.92,75.29999999999998,36.6,0.5218,93.2,0.4586,42.8,0.22400000000000003,20.8,17.0,0.0,240.0,110.66,25.4,11.8,25.8,114.4,9.080000000000002,9.4,0.347,32.4,0.37140000000000006,11.8,50.8,48.4,0.5578000000000001,12.42,14.6,60.8,0.5092000000000001,31.0,0.0,103.44000000000001,Away,TOR
201811230ATL,65.92,25.6,9.620000000000001,5.4,105.93999999999998,77.94,35.6,0.48200000000000004,90.6,0.4258,38.6,0.31900000000000006,29.0,0.7562,22.0,8.6,240.0,104.02000000000001,23.6,11.2,23.6,109.4,9.059999999999999,9.6,0.3814,34.6,0.2994,10.2,50.22,46.8,0.529,14.180000000000001,17.0,56.0,0.5065999999999999,28.4,8.4,64.00000000000001,26.8,11.5,6.4,104.02000000000001,76.4,36.6,0.5166000000000001,91.2,0.45920000000000005,42.0,0.24939999999999998,22.4,17.0,0.0,240.0,105.93999999999998,22.059999999999995,10.2,27.0,111.6,9.1,9.6,0.374,34.0,0.3168,10.6,49.78,46.8,0.5504,13.64,16.0,57.2,0.5508000000000001,31.4,0.0,105.4,Away,BOS
201811250ATL,68.06,27.6,9.5,5.2,104.33999999999999,79.17999999999999,36.4,0.5112,90.6,0.4454000000000001,40.4,0.3212,29.2,0.7722,22.6,8.2,240.0,110.7,23.360000000000003,10.2,22.2,115.4,9.32,9.8,0.38780000000000003,35.2,0.33659999999999995,12.0,51.65999999999999,46.6,0.5574,12.819999999999999,15.2,55.4,0.5124,28.4,9.6,64.76,26.8,12.919999999999998,7.0,110.7,76.64,34.0,0.5134000000000001,91.2,0.45280000000000004,41.4,0.21960000000000002,19.6,14.8,0.0,240.0,104.33999999999999,20.82,9.8,26.8,108.8,7.82,8.2,0.391,35.6,0.315,11.2,48.34,43.8,0.5444000000000001,13.780000000000001,16.0,55.6,0.5474,30.2,0.0,104.47999999999999,Home,ATL
201811270MIA,66.74,28.0,10.260000000000002,5.4,107.46,78.84,36.4,0.5408000000000001,89.2,0.4692,41.8,0.33920000000000006,30.2,0.8002,24.2,8.8,240.0,115.7,26.04,11.2,22.2,120.6,8.959999999999999,9.4,0.39879999999999993,35.6,0.3588,12.8,53.279999999999994,47.6,0.5896,13.8,16.4,53.6,0.5391999999999999,29.0,10.0,61.480000000000004,26.2,12.080000000000002,6.4,115.7,73.96,31.8,0.526,91.2,0.46440000000000003,42.4,0.2404,21.4,15.8,0.0,240.0,107.46,21.16,10.0,26.6,112.0,9.540000000000001,10.0,0.40940000000000004,37.2,0.3034,11.4,46.720000000000006,41.8,0.5564,13.38,15.6,54.0,0.5768000000000001,31.0,0.0,104.34,Away,ATL
201811280CHO,67.24,27.2,10.26,5.4,106.0,82.56,36.6,0.5246000000000001,89.2,0.45199999999999996,40.2,0.28559999999999997,25.2,0.8155999999999999,20.6,11.2,240.0,110.08,25.860000000000003,11.4,22.8,114.0,9.4,9.8,0.4224,37.8,0.3482,13.0,54.2,48.0,0.5694,14.579999999999998,17.2,51.4,0.5249999999999999,27.2,8.8,59.11999999999999,24.4,12.120000000000001,6.2,110.08,74.14,32.6,0.5214000000000001,87.6,0.4668,41.0,0.292,25.0,18.0,0.0,240.0,106.0,17.439999999999998,7.8,23.2,109.8,11.3,11.8,0.3824,33.6,0.2802,9.8,45.8,40.4,0.5564,13.6,15.6,54.0,0.5800000000000001,31.2,0.0,103.71999999999998,Home,CHO
201811300OKC,65.58,25.8,11.180000000000001,5.8,107.4,82.16,34.0,0.5067999999999999,90.4,0.43500000000000005,39.2,0.276,24.6,0.7878000000000001,19.6,14.0,240.0,105.5,23.96,11.4,21.0,111.0,11.0,11.6,0.433,39.2,0.3336,13.0,51.38000000000001,45.4,0.5496000000000001,15.02,18.0,51.2,0.5102,26.2,6.8,60.739999999999995,25.6,12.16,6.2,105.5,76.04,35.4,0.5454000000000001,86.6,0.48100000000000004,41.8,0.2872,24.4,18.0,0.0,240.0,107.4,17.839999999999996,7.4,23.8,113.0,11.540000000000001,12.2,0.3982,34.6,0.3124,11.4,48.62,42.8,0.5804,15.460000000000003,17.8,52.0,0.5870000000000001,30.4,0.0,105.28,Home,OKC
201812030ATL,64.58,26.2,10.64,6.0,110.44000000000001,80.32,33.4,0.5332,88.6,0.4596,40.4,0.2834,24.8,0.7986,20.0,14.0,240.0,108.38,24.380000000000003,11.2,20.0,113.8,10.84,11.4,0.40360000000000007,36.0,0.377,13.0,51.56,44.6,0.5753999999999999,15.839999999999998,18.8,52.6,0.517,27.4,8.0,58.620000000000005,25.8,10.8,5.6,108.38,75.64,33.6,0.5549999999999999,88.4,0.49240000000000006,43.6,0.269,23.4,17.6,0.0,240.0,110.44000000000001,19.68,8.2,22.8,116.0,11.760000000000002,12.4,0.3696,32.8,0.3166,11.2,48.44,41.8,0.5884,14.98,17.4,55.6,0.5828,32.4,0.0,105.05999999999999,Away,GSW
201812050ATL,65.16,27.2,10.66,6.0,107.2,81.16,34.4,0.534,89.2,0.46719999999999995,41.4,0.29000000000000004,25.6,0.8032,20.8,14.8,240.0,107.88,24.72,11.6,21.8,115.4,10.879999999999999,11.6,0.38580000000000003,34.6,0.36019999999999996,11.8,52.1,46.0,0.5774,16.52,19.8,54.6,0.5384,29.6,8.4,58.67999999999999,24.6,8.379999999999999,4.6,107.88,75.3,34.2,0.5338,88.0,0.47519999999999996,41.8,0.313,27.4,20.6,0.0,240.0,107.2,18.84,8.0,23.6,114.6,13.14,14.0,0.3692,32.6,0.2978,10.4,47.9,42.2,0.5738000000000001,15.12,17.8,55.4,0.5666,31.4,0.0,106.85999999999999,Away,WAS
201812080ATL,69.14,28.4,9.36,5.4,105.92,81.92,34.6,0.5076,92.6,0.44639999999999996,41.0,0.2532,23.4,0.7964,18.8,13.4,240.0,104.72,24.119999999999997,11.8,20.2,112.0,10.5,11.2,0.38239999999999996,35.6,0.33280000000000004,11.2,51.46,46.4,0.5474,14.939999999999998,18.0,57.0,0.5208,29.8,10.8,64.17999999999999,26.8,10.76,6.2,104.72,75.9,36.2,0.5292,89.2,0.4692,41.8,0.2784,24.6,18.8,0.0,240.0,105.92,18.080000000000002,7.6,23.2,113.2,11.059999999999999,11.8,0.3722,33.4,0.3008,10.8,48.54,43.8,0.5670000000000001,14.84,17.4,55.8,0.5544,31.0,0.0,106.84,Home,ATL
201812120DAL,66.4,28.6,7.8,4.2,107.66,81.74,32.6,0.5314,92.6,0.47000000000000003,43.2,0.236,21.8,0.7664,17.0,14.2,240.0,107.76000000000002,24.96,11.8,21.2,114.6,9.76,10.4,0.3588,33.4,0.34940000000000004,11.2,51.44,44.4,0.5638,15.319999999999999,18.4,59.2,0.5416000000000001,32.0,11.0,66.24,27.2,10.38,6.2,107.76000000000002,75.06,34.8,0.5422,87.6,0.471,41.2,0.3038,25.8,19.6,0.0,240.0,107.66,18.26,7.4,22.2,114.4,10.74,11.4,0.41459999999999997,36.2,0.33140000000000003,12.4,48.56,42.2,0.5796,14.959999999999999,17.4,51.4,0.5586,28.8,0.0,106.3,Home,DAL
201812140BOS,69.3,28.8,8.3,4.6,108.82000000000001,79.4,32.6,0.5328,90.6,0.46419999999999995,41.8,0.26880000000000004,24.2,0.7714,18.6,15.0,240.0,107.75999999999999,26.079999999999995,12.2,22.6,114.4,8.84,9.4,0.3722,33.8,0.3724,12.2,51.58,44.8,0.5677999999999999,15.84,19.0,56.8,0.5184,29.6,11.2,65.38,26.8,11.8,6.6,107.75999999999999,73.94000000000001,33.8,0.534,89.0,0.46319999999999995,41.2,0.31199999999999994,26.8,20.4,0.0,240.0,108.82000000000001,20.6,8.6,21.6,115.4,11.32,12.0,0.40359999999999996,35.8,0.34099999999999997,12.6,48.42,42.4,0.5728,14.819999999999999,17.6,53.2,0.5357999999999999,28.6,0.0,106.1,Home,BOS
201812160BRK,71.72,29.8,7.88,4.0,116.21999999999998,77.96000000000001,31.0,0.5268,91.2,0.45780000000000004,41.6,0.274,24.8,0.7506,18.6,17.8,240.0,108.58,26.639999999999997,12.6,22.2,114.2,8.72,9.2,0.38180000000000003,34.8,0.3606,12.4,50.2,43.6,0.5604000000000001,14.8,17.8,56.4,0.5156000000000001,29.2,9.2,68.8,29.0,11.5,6.4,108.58,73.36,34.4,0.5602,88.6,0.47680000000000006,42.2,0.3336,28.6,22.8,0.0,240.0,116.21999999999998,22.04,8.8,21.6,122.0,11.8,12.4,0.4368,38.6,0.3826,14.8,49.8,43.2,0.6028,14.040000000000001,16.6,50.0,0.5516,27.4,0.0,105.24000000000001,Home,BRK
201812180ATL,70.94,28.0,6.82,3.4,118.0,75.18,29.2,0.5198,88.8,0.4478,39.6,0.2934,25.6,0.7206,18.2,18.8,240.0,106.28,25.54,12.0,23.8,110.0,9.82,10.2,0.3982,35.2,0.36239999999999994,12.6,48.14,41.2,0.5516,15.02,17.8,53.6,0.5034,27.0,9.4,67.58000000000001,28.0,12.42,6.6,106.28,74.46000000000001,34.6,0.5668,86.0,0.4812,41.4,0.365,30.2,24.6,0.0,240.0,118.0,24.82,9.8,22.0,122.2,10.22,10.6,0.43520000000000003,37.4,0.3944,14.8,51.86,44.4,0.6148,15.12,17.8,48.6,0.5506,26.6,0.0,103.67999999999999,Home,ATL
201812210NYK,68.86,28.2,5.62,2.8,119.38,77.24,29.6,0.5416,87.6,0.46820000000000006,41.0,0.30300000000000005,26.2,0.7086,18.4,21.6,240.0,110.54,27.9,12.8,24.2,113.2,8.56,8.8,0.38780000000000003,33.8,0.3814,12.8,50.58,42.4,0.5716,15.26,18.0,53.8,0.5212,28.2,7.6,60.839999999999996,25.4,9.78,5.0,110.54,72.10000000000001,32.4,0.5718,84.2,0.4928,41.6,0.38780000000000003,31.8,25.8,0.0,240.0,119.38,22.759999999999998,8.8,21.8,122.4,10.14,10.4,0.409,34.4,0.3822,13.4,49.42,41.2,0.622,14.34,16.6,49.8,0.5684,28.2,0.0,102.47999999999999,Away,ATL
201812230DET,72.44,28.8,7.980000000000001,4.2,115.56000000000002,77.46000000000001,31.8,0.523,87.2,0.45499999999999996,39.6,0.3278,28.4,0.7258,20.4,22.0,240.0,108.67999999999999,27.119999999999997,12.6,23.2,111.4,8.940000000000001,9.2,0.3674,31.8,0.367,11.8,50.94,44.4,0.5596000000000001,14.48,17.0,55.4,0.5028,27.8,8.2,60.620000000000005,25.2,10.76,5.8,108.67999999999999,72.88,33.2,0.5564,85.8,0.4814,41.4,0.3382,28.6,22.8,0.0,240.0,115.56000000000002,22.54,9.0,23.6,118.6,8.76,9.0,0.3882,33.4,0.3806,13.0,49.06,42.2,0.6008,14.620000000000001,17.0,52.4,0.5449999999999999,28.4,0.0,102.58,Away,ATL
201812260ATL,72.66000000000001,30.4,7.340000000000001,3.8,115.0,78.3,32.0,0.5471999999999999,86.6,0.48200000000000004,41.6,0.333,28.6,0.7462,21.2,20.0,240.0,113.62,25.72,11.4,22.8,115.6,9.6,9.8,0.344,29.6,0.379,11.2,51.019999999999996,43.4,0.5838,13.440000000000001,15.4,57.0,0.5372,30.4,11.6,63.1,26.2,9.14,5.2,113.62,74.28,32.4,0.5598,84.6,0.48579999999999995,41.2,0.3364,28.2,22.0,0.0,240.0,115.0,21.7,8.6,24.2,117.0,7.5,7.6,0.3868,32.8,0.3776,12.6,49.0,41.0,0.6014,14.540000000000001,16.6,51.8,0.5542,28.6,0.0,101.74,Away,IND
201812280MIN,70.1,29.2,7.080000000000001,4.0,108.2,78.4,35.2,0.5302,89.6,0.4654,41.6,0.3142,27.6,0.7242,20.0,20.2,245.0,110.72,28.48,13.2,25.0,114.8,9.620000000000001,10.0,0.3458,30.8,0.3738,11.6,52.9,48.4,0.5646,14.4,17.2,58.8,0.5147999999999999,30.0,12.4,61.94,19.6,10.82,4.6,110.72,71.52000000000001,27.6,0.5311999999999999,69.0,0.4344,32.0,0.339,22.2,16.6,0.0,197.0,108.2,21.6,7.2,21.2,112.2,7.640000000000001,5.2,0.3612,25.4,0.43099999999999994,9.8,47.120000000000005,34.8,0.5656000000000001,14.460000000000003,14.2,43.6,0.4452,22.2,0.0,101.6,Away,ATL
201812290ATL,69.16,29.4,7.32,4.2,107.52000000000001,78.08,36.4,0.5278,90.0,0.4728,42.4,0.2956,26.2,0.744,19.6,22.2,245.0,110.97999999999999,28.82,13.4,23.2,114.4,8.7,9.0,0.3036,27.4,0.3522,10.0,53.38000000000001,49.8,0.5638000000000001,13.940000000000001,16.6,62.6,0.5208,32.4,11.6,62.06,20.4,9.8,4.4,110.97999999999999,71.17999999999999,27.6,0.5204000000000001,72.8,0.4286,33.2,0.2912,19.4,13.2,0.0,197.0,107.52000000000001,21.919999999999998,8.0,20.4,110.8,8.26,5.8,0.3558,26.4,0.41,9.4,46.64,35.6,0.5446000000000001,12.74,12.2,46.4,0.44699999999999995,23.8,0.0,101.0,Home,ATL
