,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_wins,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_wins,pace,winner,winning_abbr
201801060IND,53.64,22.4,6.5,4,118.6,76.68,35,0.5326,90,0.464,41.6,0.252,22,0.8626,18.8,20.2,245,112.54,20.56,9.2,18.4,114.2,6.88,7,0.3716,33.2,0.3722,12.2,49.08,44.2,0.5742,11.74,13,56.8,0.5218,29.4,17.2,61.94,23,7.86,3.2,112.54,79.46,27.6,0.564,74.6,0.4918,37.4,0.2004,14.6,11.2,0,197,118.6,23.32,7.8,17.4,119.6,7.2,6.4,0.342,27,12,50.92,35.4,0.5896,10.58,9.6,47.6,0.498,25.4,0,99.1,Home,IND
201801080CHI,56.58,23.2,8.2,5,116.9,80.28,35.8,0.5466,88.8,0.4632,41,0.26,22.4,0.849,18.8,17.8,245,113.44,21,9.4,16.8,115.4,6.86,7,0.4212,37,0.4004,14.6,50.78,45.2,0.5862,12.46,13.8,51.8,0.5214,26.4,20.2,62.38,22.8,8.18,2.6,113.44,79.02,27.4,0.5614,73.2,0.4924,36.8,0.2056,14.8,11.8,0,197,116.9,19.72,6,16,118.2,7.18,6.4,0.3298,25.4,11.2,49.22,33.4,0.5902,10.86,9.8,47.8,0.4998,25.6,0,99.36,Away,HOU
201801100NYK,55.28,22.4,8.26,5,116.18,81.46,35.8,0.5538,86.8,0.468,40.6,0.2674,22.8,0.8412,19,19.8,250,112.52,20.64,9,17.4,115,7.36,7.6,0.4274,37,0.4066,14.8,51.22,44.8,0.5934,13.76,15.4,49.8,0.5258,25.8,19.4,59.94,22.6,9.08,2.8,112.52,79.38,27.8,0.5746,73.2,0.4702,36.6,0.2052,14.4,11.4,0,197,116.18,18.54,6,16.2,118,7.16,6.2,0.3236,25.2,11,48.78,33.8,0.598,11.88,10,48,0.4904,25.6,0,98.12,Away,CHI
201801130CHI,58.72,23.4,9.34,5.4,116.2,81.82,33.8,0.5418,86.8,0.4594,39.8,0.2564,21.8,0.7984,17.4,21.6,250,110.4,22.76,10.2,15.6,111.2,7.3,7.4,0.4078,35.2,0.4104,14.2,51.14,44,0.5768,13.96,15.6,51.6,0.5066,25.6,18.6,59.32,22.2,10.88,4,110.4,77.26,27.8,0.5842,72,0.4744,36.4,0.185,12.4,9.4,0,197,116.2,18.18,5.4,14.4,116.4,8.26,7.2,0.3354,25.8,11.8,48.86,33.2,0.6022,12.26,10.2,46.2,0.4884,24.6,0,96.66,Home,CHI
201801150CHI,64.86,25.4,9.98,5.6,115.58,81.98,34.2,0.5206,88,0.4418,39,0.2342,20.4,0.7956,16.2,20.2,250,107.6,20.08,9.4,15.6,108,6.54,6.6,0.4218,36.8,0.377,13.8,49.5,43.6,0.5556,13.26,14.8,51.2,0.5032,25.2,20.8,58.72,21,10.92,4,107.6,79.94,30,0.576,71.2,0.4632,35,0.198,13.4,10.8,0,197,115.58,18.02,5.4,14.2,115.4,7.3,6.2,0.3544,27.2,12.2,50.5,35.4,0.5994,11.62,9.4,44,0.478,22.8,0,96.36,Home,CHI
201801170CHI,66.28,27.2,8.7,5,110.28,82.88,38,0.5484,88.8,0.4668,41.4,0.2438,21.4,0.8116,17.4,16.8,250,111.94,18.82,8.6,15.8,114.6,6.64,6.8,0.4204,37,0.3932,14.4,51.3,46.6,0.584,12.92,14.6,51.8,0.5336,27,25.4,59.38,21,10.04,3.6,111.94,81.18,29.2,0.5414,75.2,0.4366,34.4,0.1808,12.4,10.4,0,197,110.28,17.12,6.2,14.2,112.8,7.28,6.4,0.356,28.8,11.2,48.7,35.4,0.5666,11.16,9.2,46.4,0.4624,23.2,0,98.58,Away,GSW
201801220NOP,65.7,27.8,8.38,5,110.64,79.52,39.6,0.541,90,0.474,42.6,0.262,23.4,0.838,19.8,20.4,260,109.84,16.54,7.6,19.4,117,6.76,7.2,0.3622,32.4,0.3708,12,49.6,47.2,0.5834,13.74,16.2,57.6,0.5362,30.6,23.4,60,16.2,7.9,3,109.84,83.46,23,0.5318,59.2,0.4102,26.8,0.185,9.8,8.2,0,154,110.64,20.48,5.6,11.4,117.8,8.38,5.4,0.3686,24,8.8,50.4,28.6,0.5586,10.96,7.2,35.2,0.5658,18,0,98.66,Home,NOP
201801240PHI,67.48,27.6,7.84,4.4,112.34,80.92,38.6,0.522,89.2,0.4588,40.8,0.268,23.8,0.8316,20,21,250,108.18,16.38,7.6,18.6,112.8,6.58,6.8,0.3736,33.2,0.3392,11.2,49.36,46.2,0.5666,13.06,15.2,56,0.5316,29.6,24,64.76,22.2,7.6,4.2,108.18,83.62,30.4,0.5448,73.6,0.4474,34.6,0.1906,13.8,11.2,0.4,197,112.34,19.08,6.6,15.2,117,8.68,6.6,0.4018,30,11.8,50.64,37,0.5736,10.74,9.8,43.6,0.6148,22.8,15.2,100.16,Home,PHI
201801260CHI,65.04,26.6,6.16,3.6,110.92,78.16,39.8,0.5154,89,0.4598,40.8,0.2992,26.6,0.8244,22,23,250,108.16,15.1,7,21,113.4,6.12,6.4,0.3634,32.2,0.298,9.8,48.28,46.8,0.5642,12.48,14.6,56.8,0.547,31,23.4,63.9,21,7.14,4,108.16,84.9,31,0.5224,74.8,0.426,33.2,0.2216,16.8,13.2,0.4,197,110.92,21.84,8.6,18,116.2,7.2,5.2,0.3964,30,11.8,51.72,39.6,0.5554,10.32,9.6,44.8,0.58,21.4,15.2,100.7,Away,LAL
201801280CHI,61.2,25.2,6.02,3.6,107.32,77.08,39.8,0.5292,87.6,0.471,41,0.307,26.8,0.786,21.2,23.8,250,109.1,16.88,7.6,20.4,113.2,7.42,7.6,0.3504,30.6,0.3242,10,49.1,47.4,0.5718,12.64,14.6,57,0.5446,31,23.6,64.92,20.6,7.12,4,109.1,83.12,29.6,0.5054,74.6,0.4134,32,0.206,15.4,11.8,0.4,197,107.32,22.92,9.2,17,111.6,7.68,5.6,0.386,29,11,50.9,38.8,0.5362,11.56,11,45.6,0.5644,21,15.2,99.7,Away,MIL
201801310POR,59.04,24.2,6.72,3.8,110.68,78.46,35.8,0.5098,90.6,0.4538,40.8,0.2918,26.2,0.7282,19.4,28.6,250,107.96,18.74,9,20.4,111,8.46,8.6,0.3404,30.8,0.3218,10,47.68,44.8,0.546,10.96,12.8,59.8,0.517,30.8,19.8,63.4,20,8.18,4.8,107.96,81.26,31.2,0.5414,69.8,0.4406,32.2,0.2302,16.8,12.8,0.4,197,110.68,21.54,7.4,17,114,6.38,4.2,0.3904,27.6,12,52.32,38.6,0.5726,12.92,12.2,42.2,0.584,20.2,15.2,98.78,Home,POR
201802030LAC,57.84,22.4,6.24,3.4,111.28,78.78,33.2,0.4878,91.6,0.4282,38.8,0.261,23.6,0.7518,17.6,29.6,240,107.26,20.7,10.4,18,106,8.32,8.2,0.3492,32,0.335,10.8,47.2,43.6,0.5234,9.18,10.2,59.6,0.4722,28,19.8,61.28,24.2,8.86,5.4,107.26,79.3,39.4,0.5452,86.2,0.465,39.8,0.2478,21.4,16.8,0.4,240,111.28,21.22,9.4,20,110.2,4.88,4.8,0.3694,31.8,13.8,52.8,48.8,0.5792,13.32,14.6,54.4,0.4824,26,15.2,98.9,Home,LAC
201802050SAC,59.22,22.4,5.8,3.2,110.4,77.94,34,0.4972,88.8,0.4316,38,0.2742,24,0.7548,18,30.6,240,107.92,20.86,10.2,19.2,105.4,7.98,7.8,0.3604,31.8,0.3534,11.4,47.84,44.2,0.5342,9.6,10.4,57,0.4662,26.6,19.8,58.42,22.4,8.68,5,107.92,79.14,38.2,0.523,86.8,0.4492,38.8,0.258,22.4,17.6,0,240,110.4,22.06,10,19.4,108,4.76,4.6,0.3666,31.8,12.8,52.16,48.2,0.5606,12.7,14,55,0.4762,26,0,97.7,Home,SAC
201802090CHI,57.26,21.6,6.14,3.4,112.34,81.36,33.4,0.505,88,0.4356,38,0.277,24,0.769,18.4,29.6,240,108.66,21.48,10.4,19,106.4,8.36,8.2,0.3582,31.4,0.3846,12,49.16,43.8,0.5434,10.32,11.2,56.6,0.4604,26,22.8,57.16,22.6,7.84,4.4,108.66,78.52,37.6,0.539,84.8,0.4728,40,0.2786,23.6,19,0,240,112.34,18.64,7.8,18.2,110.2,5.16,5,0.3518,29.8,11.2,50.84,45.4,0.5798,12.52,13.6,55,0.5252,28.8,0,97.96,Home,CHI
201802100CHI,59.92,22.2,5.9,3.2,111.78,81.6,33.2,0.4902,89,0.4218,37.4,0.2462,21.8,0.8204,17.8,30,240,107.56,20.66,10.2,19.2,104.6,7.8,7.6,0.378,33.4,0.3602,12,48.46,43.4,0.533,10.16,11,55.6,0.4598,25.4,24,56.8,22.2,7.92,4.4,107.56,79.34,38.6,0.5386,83.4,0.475,39.6,0.2842,23.8,19.2,0,240,111.78,18.4,7.6,17.8,109,5.86,5.6,0.3536,29.4,10.6,51.54,46.2,0.5806,12.38,13.2,54,0.5388,29,0,97.28,Away,WAS
201802120CHI,63.64,23.2,6.8,3.8,109.58,79.92,34.8,0.4942,86,0.427,36.6,0.247,21.2,0.8812,18.6,31,240,107.68,19.64,9.2,19.6,103.2,7.52,7.2,0.3832,32.8,0.3484,11.4,49.06,44,0.543,10.9,11.6,53.2,0.4754,25.2,24,60.16,23,7.22,3.8,107.68,80.36,37,0.5094,84.6,0.4538,38.4,0.2832,24,19,0,240,109.58,20.08,8.8,16.6,105.2,6.54,6.2,0.3484,29.4,9.4,50.94,45.8,0.552,11.26,12,55.2,0.5256,29,0,95.86,Home,CHI
201802140CHI,66.9,26.4,7.92,4.6,106.82,82.72,36.8,0.5292,85,0.4592,39.2,0.2364,20,0.8412,16.8,27.4,240,111.68,17.4,7.6,20,107,7.34,7,0.3896,33,0.3572,11.8,50.5,44.4,0.5698,10.34,10.8,52,0.5248,27.4,28.6,57.38,21.8,7.78,4,111.68,82.6,35.8,0.4984,85.2,0.4486,38.2,0.2636,22.4,17.4,0,240,106.82,17.28,7.6,16.2,102.2,6.74,6.4,0.3444,29.2,8.4,49.5,43.4,0.5376,10.1,10.6,56,0.5316,29.8,0,95.66,Away,TOR
201802220CHI,66.3,27.4,9.12,5.4,107.62,81.64,36,0.5474,85.4,0.4816,41.2,0.2618,22.2,0.7946,17,20.4,240,113.96,16.96,7.4,19.2,110.6,7.46,7.2,0.3704,31.6,0.3552,11.2,49.62,43.4,0.5806,9.7,10.2,53.8,0.56,30,25,57.76,22.8,7,3.8,113.96,83.04,36,0.5064,87.8,0.4514,39.6,0.235,20.4,15.4,0,240,107.62,18.36,8,18,104.4,6.66,6.4,0.3384,29.6,9.8,50.38,44,0.5392,10.24,11,58.2,0.5142,29.8,0,96.94,Away,PHI
201802240MIN,67.04,27.8,10.78,6.4,107.76,79.98,36.6,0.544,86,0.4808,41.4,0.2418,20.6,0.7704,15.2,23.4,240,110.92,13.86,6,18.8,108.8,6.8,6.6,0.371,31.8,0.3346,10.8,47.84,42.6,0.572,9.86,10.4,54.2,0.5658,30.6,22.2,57.88,23.4,6.96,3.8,110.92,86.14,37.4,0.5064,90,0.4504,40.6,0.2182,19.6,14.6,0,240,107.76,20.02,9,17.2,106,6.8,6.6,0.3502,31.4,10.2,52.16,46.4,0.5364,10.06,11,58.6,0.5206,30.4,0,98.2,Home,MIN
201802260BRK,61.02,25,12.44,7.2,109.18,81.16,37.8,0.5128,88.2,0.4592,40.4,0.257,22.4,0.7294,15.8,26.6,240,106.52,16.36,7.8,17.6,106,6.68,6.6,0.3278,28.8,0.3184,9.4,49.06,45.6,0.5418,9.52,10.4,59.4,0.5294,31,19.8,59.86,25,8.64,5.2,106.52,83.64,38.4,0.5168,92,0.4542,41.8,0.196,18,13.6,0,240,109.18,18.84,8.6,18,108.8,5.22,5.2,0.3636,33.4,11.6,50.94,47,0.5442,10.04,11.2,58.6,0.5164,30.2,0,99.62,Home,BRK
201802270CHO,61.38,25.4,12.06,6.8,110.84,83.2,38,0.5202,87.6,0.4674,40.8,0.2636,22.8,0.7028,15.6,27.2,240,105.96,18.52,8.6,18.6,106.4,6.6,6.6,0.3132,27.4,0.3288,9.2,51.02,46.6,0.5466,11.36,12.6,60.2,0.5328,31.6,20.2,60.08,25.6,10.3,6.2,105.96,81.48,37.2,0.5412,90.8,0.4706,42.6,0.1994,18,13.4,0,240,110.84,16.8,7.6,18.2,111.4,6.2,6.2,0.3762,34,12.8,48.98,44.8,0.5656,10.66,11.8,56.8,0.529,29.8,0,100.5,Home,CHO
201803020CHI,57.54,22,10.98,6,113.7,79.84,35.6,0.4994,86,0.4464,38.2,0.281,24,0.7048,16.6,32.8,240,102.36,21.74,10.2,17.2,102,6.84,6.8,0.2996,25.6,0.3448,9,50.26,45.8,0.53,13.12,14.6,60.4,0.4868,29.2,15.8,62.78,27,8.8,5.4,102.36,78.26,36.4,0.5566,90.4,0.4792,43.2,0.2004,18,13,0,240,113.7,20.16,9,18.6,113.4,7.28,7.2,0.384,34.6,14,49.74,45.4,0.5778,11.86,13.2,55.8,0.5278,29.2,0,99.74,Home,CHI
201803070CHI,57.64,21.8,10.6,5.6,114.74,79.38,33.8,0.4934,86,0.4416,37.8,0.2566,22,0.7448,16.4,42,240,101.38,22.58,10.4,19,100.8,7.88,7.8,0.2996,25.6,0.338,8.8,49.96,44.2,0.5292,14.04,15.6,60.4,0.483,29,19.4,62.4,26.6,7.68,4.8,101.38,77.42,35.4,0.5676,86.8,0.4948,42.8,0.2504,21.4,16,0,240,114.74,20.62,8.6,17.8,114.2,8.3,8.2,0.3872,33.6,12.6,50.04,44,0.5946,13.18,14.6,53.2,0.5692,30.2,0,99.54,Home,CHI
201803090DET,59.16,21.4,7.54,3.8,112.66,78.42,32.6,0.474,86.6,0.4192,36,0.2338,20,0.7648,15.2,42.8,240,99.3,24.88,11.6,18.8,96.6,9.26,9,0.315,27.2,0.3438,9.4,50.06,44.2,0.5092,13.92,15.4,59.4,0.453,26.6,19.8,63.12,26,9.38,5.8,99.3,75.12,35,0.563,84.2,0.4908,41.2,0.2394,19.8,15,0,240,112.66,21.58,8.8,17.4,109.6,8.86,8.6,0.3794,32,12.2,49.94,43.8,0.5902,14.34,15.6,52.2,0.558,29,0,97.26,Home,DET
201803130CHI,63.46,23.4,6,3.4,112.74,76.66,31.6,0.5044,83.2,0.4456,36.8,0.2922,23.6,0.7808,18.2,40.6,240,103.98,22.52,9.8,19.4,101.6,8.44,8.2,0.342,28.4,0.3468,9.8,48.96,41.4,0.5438,14.28,15.6,54.8,0.4992,27,23.2,59.72,25,7.66,4.4,103.98,77.48,33.6,0.5484,86.4,0.4872,41.8,0.2514,21.2,16,0,240,112.74,23.34,9.6,19,110,10.24,10,0.3434,29.4,10.4,51.04,43.2,0.5776,13.12,14.4,57,0.558,31.4,0,97.58,Away,LAC
201803150MEM,63.26,22.8,4.64,2.8,111.06,74.86,31.8,0.5032,83,0.437,36,0.323,26,0.786,20.2,41.2,240,105.58,20.66,9.2,19.4,103.2,8.84,8.6,0.3854,31.8,0.345,11,47.26,41,0.547,13.08,14.2,51.2,0.4966,25,24,61.22,24.8,6.92,3.6,105.58,79.34,35,0.525,87.4,0.4672,40.6,0.2576,22,17.2,0,240,111.06,25.14,10.6,20.6,108.4,9.42,9.2,0.3384,29.4,10,52.74,45.6,0.5604,12.96,14.4,58,0.5308,30.6,0,97.62,Away,CHI
201803170CHI,62.62,23.6,5.1,3,111.26,74.86,31.8,0.5204,83.6,0.4548,37.8,0.319,25.8,0.754,19.4,38.2,240,108.48,20,8.8,19.2,106,8.44,8.2,0.4014,33.4,0.3256,11,47.04,40.6,0.5588,12.38,13.4,50.2,0.5406,26.8,28.2,64.44,26,7.4,3.8,108.48,80,35,0.527,87.8,0.463,40.4,0.2456,21,16.6,0,240,111.26,25.14,10.6,21.2,108.6,8.18,8,0.3526,30.8,11.2,52.96,45.6,0.5616,12.8,14.2,57,0.5154,29.2,0,97.62,Away,CLE
201803190NYK,63.34,23,6.2,3.8,108.9,74.2,33.8,0.4856,85.6,0.429,36.4,0.3254,27,0.7424,20,38.2,240,104.36,20.26,9.8,17,102.4,7.78,7.6,0.3958,33.6,0.2766,9.6,46.92,43.6,0.5276,11.64,12.8,52,0.5242,26.8,29.4,65.56,26.6,9.28,5,104.36,79.74,37.8,0.5078,91.2,0.4462,40.6,0.2,18,14.4,0,240,108.9,25.8,11.8,21.6,106.8,7.34,7.2,0.3522,32,11.2,53.08,49.6,0.5402,11.94,13.4,59.2,0.4964,29.4,0,98.12,Home,NYK
201803210CHI,65.16,26,8.56,5,108.66,75.4,34.8,0.552,83.6,0.4808,40,0.3424,28.2,0.745,21,36.2,240,114.2,21.02,9.4,15.8,112.8,7.28,7.2,0.4136,34.4,0.3328,11.8,49.18,44.2,0.5924,12.46,13.6,49.2,0.576,28.2,32.8,68.86,28,8.04,4,114.2,78.98,35,0.505,92.8,0.44,40.8,0.187,17.2,13.8,0,240,108.66,24.6,11.4,23.4,107.4,8.08,8,0.371,34.2,12,50.82,46.4,0.536,11.62,13.2,58.6,0.491,28.8,0,98.9,Away,DEN
201803230CHI,63.12,26,9.48,5.4,110.74,72.68,33.4,0.5602,85.8,0.4822,41.2,0.2782,23.8,0.7776,18.4,37.2,240,117.98,21.44,9.6,17,114,8.24,8,0.4062,34.6,0.3776,13.2,47.8,43,0.5972,10.86,11.8,51.2,0.5508,28,33,68.42,27,7.88,4,117.98,78.56,35,0.5096,90,0.4376,39.4,0.21,18.8,15.4,0,240,110.74,27.32,12.6,22,107.2,6.56,6.4,0.3734,33.6,13,52.2,47.6,0.5456,12.6,14.2,56.4,0.4696,26.4,0,96.9,Away,MIL
201803240DET,63.82,26.8,9.16,5.2,112.96,71.84,32.6,0.5458,89.2,0.475,42,0.2142,19,0.7534,14.4,38.2,240,115.36,23.3,10.8,16.4,110.8,8.32,8,0.3758,33.4,0.3672,12.4,47.82,43.4,0.5738,10.56,11.6,55.8,0.5386,29.6,33,69.54,28.2,8.08,4.6,115.36,76.7,35.2,0.5246,90,0.449,40.4,0.194,17.4,14.2,0,240,112.96,28.16,12.8,19.8,108.6,6.38,6.2,0.3896,35,13.6,52.18,48,0.5566,12.5,14,55,0.4934,26.8,0,96.28,Home,DET
201803270HOU,62.46,25.2,7.96,4.4,113.98,73.02,33.6,0.5152,89.6,0.4502,40,0.2064,18.4,0.741,13.8,42.4,240,108.92,23.62,11.2,17,105.2,9.08,8.8,0.374,33.4,0.3402,11.4,48.46,44.8,0.544,11.32,12.6,56.2,0.5146,28.6,29.8,68.56,27.8,9.18,5.2,108.92,76.38,35.8,0.5246,90.4,0.447,40.4,0.2062,18.6,15.6,0,240,113.98,26.98,12.4,18,110.4,8.56,8.4,0.4374,39.6,14,51.54,48.2,0.5604,12.1,13.6,50.8,0.5334,26.4,0,96.96,Home,HOU
201803290MIA,61.26,24.8,7.48,4,112.56,75.88,34,0.5202,89.2,0.4518,40,0.1968,17.4,0.7464,13.2,43.4,240,108.9,24.46,11.2,17.8,105.2,9.28,9,0.3666,32.6,0.3664,12,50.3,45.2,0.5476,12.46,14,56.6,0.5022,28,29.8,66.36,26.2,9.1,5.2,108.9,75.54,34,0.5224,87.6,0.4476,39.2,0.2294,20,17.4,0,240,112.56,24.12,10.8,17.8,109,8.76,8.6,0.4302,38,13.2,49.7,44.8,0.5652,12.52,13.8,49.6,0.5374,26,0,96.98,Home,MIA
201803300ORL,58.58,21.2,7.66,4.2,108.78,75.36,35,0.4612,89.4,0.4004,35.8,0.213,18.8,0.723,13.8,47,240,100.08,23.7,11.8,18.6,96.2,9.72,9.4,0.3798,33.8,0.3204,10.8,48.72,46.8,0.4932,12.18,13.8,55.6,0.4474,25,27,61.8,23.6,9.76,5.4,100.08,76.3,37.6,0.4936,88.6,0.426,37.6,0.2278,20,17.8,0,240,108.78,24.64,11.4,17,105,8.58,8.4,0.4278,38.2,12,51.28,49,0.5398,11.94,13.2,50.4,0.5226,25.6,0,96.66,Away,CHI
201804010CHI,60.62,21.2,7.02,3.6,109.18,79.52,35.4,0.4464,88.2,0.393,34.6,0.199,17.4,0.744,12.8,47.2,240,93.64,23.28,11.6,17,91.4,9,8.8,0.3848,33.8,0.2738,9.4,50.06,47,0.4784,14.3,16,54.4,0.463,25.2,27.8,64.1,25.4,9.46,5.2,93.64,76.72,37.6,0.5238,87.6,0.448,39,0.2068,18,15.4,0,240,109.18,20.48,9.2,16.2,106.6,9.38,9.2,0.451,39.8,13.2,49.94,46.8,0.5604,12.66,13.8,47.8,0.5482,25.8,0,97.72,Home,CHI
201804030CHI,58.78,20.6,7.82,4.2,108.14,80.84,37.2,0.4694,85,0.4114,34.8,0.2496,21.2,0.7606,15.8,46.4,240,96.06,22.44,10.8,16.2,95.2,7.48,7.4,0.3966,33.6,0.2874,9.8,51.14,48,0.5066,15.7,17.6,51.4,0.4874,25,29.8,60.06,24,8.9,4.6,96.06,77.56,36.8,0.5146,90,0.4422,39.6,0.2018,18,15,0,240,108.14,19.16,9,18,107.2,9.9,9.8,0.423,38.2,13,48.86,45.8,0.5494,11.48,12.6,51.8,0.5236,26.6,0,99.06,Home,CHI
201804070CHI,64.44,24.4,10.64,6,102.94,82.88,37.8,0.51,85.6,0.435,37.2,0.2354,20,0.7884,15.4,47,240,102.68,19.74,9.2,16.4,102.8,8,8,0.433,37.2,0.3314,13,51.44,47,0.5454,14.92,16.6,48.4,0.5064,24.2,30.4,55.28,21.6,7.14,3.6,102.68,80.26,36.4,0.4956,89,0.4358,38.6,0.2044,18,15,0,240,102.94,17.12,8,18.4,102.8,8.42,8.4,0.3664,32.6,10.6,48.56,44.4,0.5328,12.06,13.2,56.4,0.4974,28,0,99.92,Away,BRK
201804090BRK,65.02,25.8,11.82,6.2,105.44,83.14,37.4,0.5402,85.4,0.4582,39.2,0.2046,17.2,0.7512,12.8,47.6,240,105.56,19,8.4,16,105.4,7.42,7.4,0.4382,37.6,0.371,14.2,51.54,45.8,0.5662,15.26,16.8,47.8,0.5236,25,31,60.06,24,8.24,4.2,105.56,81,35.4,0.5188,89,0.4456,39.4,0.1824,16.2,13.4,0,240,105.44,16.86,7.8,16.8,105,8.64,8.6,0.403,35.6,12.8,48.46,43.2,0.5502,12.18,13.2,53.4,0.5034,26.6,0,99.64,Home,BRK
201804110CHI,65.84,28,10.82,5.6,106.58,82.96,37,0.5746,86.4,0.4924,42.6,0.1722,14.6,0.812,11.6,46,240,111.68,18.92,7.6,16.8,111.2,7.64,7.6,0.4192,36.4,0.3886,14.4,52.52,44.6,0.598,14.46,15.8,50,0.5678,28.2,33.8,62.86,25,6.3,3.4,111.68,81.08,32.4,0.5326,87.4,0.454,39.6,0.1944,17,13.2,0,240,106.58,17.04,7.8,16.2,106,8.04,8,0.399,34.6,13.6,47.48,40.2,0.561,13.26,14.4,52.8,0.497,26,0,99.52,Away,DET
201710200MIL,56.8,25,6.4,3,104.7,81.4,35,0.611,81,0.543,44,0.21,17,1,17,0,240,125.2,29,9,11,116,8.6,8,0.321,26,0.423,11,59.5,44,0.656,16.1,17,55,0.6,33,2,60.5,23,3.6,2,125.2,71,22,0.53,82,0.463,38,0.146,12,10,0,240,104.7,18.6,8,17,97,9.7,9,0.427,35,11,40.5,30,0.556,13.8,14,47,0.574,27,0,92.7,Away,CLE
201710210CLE,63.4,26.5,8.1,4.5,99.85,79.5,36.5,0.575,85.5,0.4935,42,0.216,18.5,0.925,17,0.5,240,120.8,27.85,10.5,19.5,115,7.9,7.5,0.355,30.5,0.4545,14,56.35,47,0.6165,13.45,14.5,55,0.509,28,2,53,19,8.15,4.5,120.8,72.15,27.5,0.477,84,0.4235,35.5,0.23,19.5,15,0,240,99.85,20.5,9.5,15.5,95,6.9,6.5,0.359,30,9,43.65,37,0.5155,13.9,15,54,0.5,26.5,0,95.3,Away,ORL
201710250BRK,60.2,24.66666667,10.36666667,5.333333333,103.3333333,79.4,37,0.5686666667,84,0.4893333333,41,0.251,21,0.8346666667,17,1,240,115.6666667,26.66666667,10,18.66666667,112.3333333,6.9,6.666666667,0.3806666667,32,0.4173333333,13.33333333,56,47,0.604,15.13333333,16.66666667,52,0.535,27.66666667,2.333333333,53.66666667,20,7.6,4,115.6666667,73.33333333,27.66666667,0.492,87,0.4256666667,37,0.2286666667,20,15,0,240,103.3333333,20.6,9.666666667,17.66666667,100.6666667,8.2,8,0.4043333333,35.33333333,11.66666667,44,37.33333333,0.5263333333,12.76666667,14,51.66666667,0.4963333333,25.33333333,0,97.36666667,Home,BRK
201710280NOP,58.35,23.25,8.575,4.5,108.175,78.6,35.75,0.561,82.5,0.4825,39.75,0.262,21.5,0.81075,17,1.5,240,111.925,22.975,8.75,18.75,109.5,7.175,7,0.388,32,0.40675,13,53,44.5,0.59625,15.6,17,50.5,0.53175,26.75,2.5,57.075,23.25,7.875,4,111.925,77.025,30,0.515,89,0.44825,40,0.2135,19,14.25,0,240,108.175,21.4,9.75,18.25,106.25,8.65,8.5,0.39,34.75,12,47,39.75,0.5455,12,13.25,54.25,0.5175,28,0,98.1,Home,NOP
201710290CLE,59.54,24,9.36,4.8,105.74,79.9,36.6,0.5578,83.8,0.4804,40.2,0.2568,21.4,0.8106,17,1.8,240,112.58,23.26,9.2,20.2,110.4,7.56,7.4,0.3734,31.2,0.4182,13,53.48,45.8,0.593,14.98,16.4,52.6,0.5204,27.2,2.4,58.56,22.6,7.94,4.2,112.58,76.74,30.8,0.5008,87.4,0.4352,38.2,0.2374,20.6,16,0,240,105.74,20.1,9.2,19.2,104,7.94,7.8,0.3934,34.4,11.6,46.52,40,0.5386,12.38,13.6,53,0.5016,26.6,0,98.28,Away,NYK
201711010CLE,62.46,26,8.44,4.4,106.3,79.9,36.6,0.5622,85.6,0.4806,41.2,0.2436,20.6,0.7644,15.6,2.4,240,112.46,21.36,9,22.6,112,7.64,7.6,0.367,31.2,0.4566,14,51.82,45.6,0.5914,13.82,15.2,54.4,0.5036,27.2,3,58.08,23,8.16,4.4,112.46,78.64,33,0.503,88.2,0.4426,39.2,0.2548,22.2,16.8,0,240,106.3,20.1,9.2,19.6,106,7.2,7.2,0.38,33.6,10.8,48.18,42.2,0.5402,12.5,14,54.6,0.5178,28.4,0,99.64,Away,IND
