,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_wins,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_wins,pace,winner,winning_abbr
201710180DAL,41.7,20,14.6,6,112.6,80,36,0.559,94,0.511,48,0.16,15,0.8,12,0,240,118.7,30.4,14,18,117,11.2,11,0.191,18,0.5,9,54.9,50,0.582,11.4,13,76,0.513,39,1,71.1,27,5.3,4,118.7,69.6,32,0.541,86,0.442,38,0.244,21,18,0,240,112.6,20,9,19,111,5.1,5,0.523,45,17,45.1,41,0.583,13.6,15,41,0.512,21,0,98.6,Away,ATL
201710200CHO,47.25,19.5,11.3,5,108,76.35,34,0.4875,94.5,0.445,42,0.1535,14.5,0.8285,12,0.5,240,102.5,21.1,10,23.5,104,10.8,11,0.2535,24,0.3665,8,47.45,44,0.516,11.4,13,70.5,0.4795,34,1,58.5,22,5.75,4,102.5,78.9,38.5,0.5175,86,0.436,37.5,0.2965,25.5,21,0,240,108,23.65,10.5,18.5,110,4.9,5,0.471,40.5,14,52.55,49,0.566,15.55,18,45.5,0.516,23.5,0,102,Home,CHO
201710220BRK,53.36666667,20,8.633333333,4,108.9666667,74.6,33.33333333,0.451,94.33333333,0.41,38.66666667,0.23,21.66666667,0.858,19,1,240,101.5,23.93333333,12,24,104,9.1,9.333333333,0.2646666667,25,0.3306666667,7.666666667,47.8,45.33333333,0.5016666667,11.83333333,14,69.33333333,0.444,31,1,60.96666667,23.66666667,7.8,5.333333333,101.5,76.06666667,38.33333333,0.523,86.33333333,0.4476666667,38.66666667,0.328,28.33333333,21.66666667,0,240,108.9666667,25.4,11.33333333,21.33333333,112,7.1,7.333333333,0.4173333333,36,13,52.2,49.66666667,0.567,15.36666667,18,50.33333333,0.5106666667,25.66666667,0,102.8666667,Home,BRK
201710230MIA,49.75,18.5,7,3.25,108.175,75.4,33.75,0.46825,89.75,0.426,38,0.23175,20.75,0.838,17.75,1.5,240,99.775,22,10.5,22.25,101.25,9.125,9.25,0.2545,23,0.351,7.5,48.35,44.25,0.51475,13.675,15.5,66.75,0.456,30.5,1,59.175,23,8.4,5.5,99.775,78,36.5,0.5275,86,0.4505,38.75,0.299,25.75,19.25,0,240,108.175,24.6,11,20.75,110,8.375,8.5,0.42175,36.25,13.25,51.65,47.5,0.56525,15.775,18.25,49.75,0.51325,25.5,0,101.725,Home,MIA
201710260CHI,53.56,19.2,7.46,3.6,106.9,73.26,33.6,0.4672,88,0.4198,36.8,0.2174,19.2,0.8396,16.4,2,240,99.06,20.34,9.8,22.4,98.2,9.54,9.4,0.2728,24,0.3594,8.2,46.52,43.4,0.511,13,14.4,64,0.444,28.6,1,60.24,22.4,8.22,5.2,99.06,79.66,38,0.5022,86,0.4324,37.2,0.3066,26.4,19.8,0,240,106.9,26.74,12.4,19.6,106.2,7.82,7.8,0.4118,35.4,12,53.48,50.4,0.5444,14.94,17.2,50.6,0.4994,25.2,0,99.26,Home,CHI
201710270ATL,57.12,20.2,5.96,3.2,105.4,72.48,33.4,0.4522,87.4,0.41,35.6,0.236,20.8,0.8274,17.4,2.6,240,97.4,19.38,9.2,21.2,95.8,8.98,8.8,0.2786,24.4,0.2994,7.2,45.88,42.6,0.4984,12.68,14,63,0.4484,28.4,1.2,58.46,21.6,8.28,5.2,97.4,80.62,38,0.4928,86.6,0.4272,37,0.2848,24.6,18.6,0,240,105.4,27.52,12.8,20,104,8.28,8.2,0.3814,33,11.4,54.12,50.8,0.5338,14.48,16.6,53.6,0.4792,25.6,0,98.56,Away,DEN
201710290ATL,60.2,22.4,5.62,3,106.18,76.48,34.6,0.4936,84.6,0.4428,37.2,0.2584,22.2,0.8084,18.2,2.8,240,103.82,20.06,9,20.8,101,8.72,8.4,0.2796,23.6,0.3528,8.4,49.5,43.6,0.538,13.08,14.2,61,0.472,28.8,1.8,64.28,23.6,7.76,4.8,103.82,79.94,34.6,0.5044,84.8,0.4348,36.8,0.2826,23.8,18,0,240,106.18,23.52,11,20.6,103.4,9.16,9,0.373,31.6,11.8,50.5,45.6,0.5438,14.04,15.6,53.2,0.471,25,0,97.24,Away,MIL
201711010PHI,57.82,22.6,6.22,3.4,105.86,76.5,35.6,0.5138,84.6,0.462,39,0.2392,20.4,0.7658,15.4,3.8,240,103.94,18.94,8.2,21.4,102,9.6,9.4,0.2712,22.8,0.3706,8.6,49.4,43.8,0.5464,13.44,14.6,61.8,0.4904,30.4,1.8,66.76,25.4,6.5,4,103.94,81.06,34.6,0.5036,87.2,0.4336,37.8,0.255,22,16.2,0.4,240,105.86,23.5,11.4,20.4,104,8.7,8.6,0.3818,33.2,12.2,50.6,46,0.5382,13.58,15.2,54,0.4742,25.6,15.2,98.1,Home,PHI
201711030ATL,63.38,25.4,7.46,4,105.42,78.44,35.6,0.5222,87.2,0.4616,40.2,0.2434,21.4,0.7754,16.4,3.8,240,108.74,19.7,8.8,21.2,107.2,10.54,10.4,0.332,28.8,0.3562,10.4,49.76,44.4,0.5556,11.76,13,58.4,0.5158,29.8,3,64.2,24.4,8.26,4.4,108.74,80.3,35.6,0.5052,86.4,0.438,37.8,0.257,22,16.8,0.4,240,105.42,21.56,10.4,19.8,104,7.86,7.8,0.3762,32.4,11.6,50.24,46,0.5432,13.54,15,54,0.4866,26.2,15.2,98.52,Away,HOU
201711050CLE,61.32,25.8,7.6,4.2,107.56,79.26,35.6,0.5378,88.2,0.478,42,0.2904,25.6,0.7474,19,4.6,240,112.4,22.08,9.6,20.6,113.4,9.08,9.2,0.321,28.2,0.3656,10.4,51.6,45.2,0.5722,12.58,14.4,60,0.535,31.6,3.2,64.16,25.8,8.72,4.8,112.4,77.92,33.2,0.523,88.4,0.4536,40,0.2376,20.8,16.6,0.4,240,107.56,20.76,9.8,22.6,108.8,7.92,8,0.3768,33.2,12.2,48.4,43,0.5594,13.4,15,55.2,0.5044,27.8,15.2,101.08,Away,ATL
201711060ATL,63.78,26.4,7.28,4,108.84,81.54,35.6,0.5546,86.2,0.4818,41.4,0.2942,25.4,0.7632,19.2,4.4,240,113.24,20.64,8.8,22.4,114.4,8.02,8.2,0.3658,31.4,0.4034,12.4,52.02,44.4,0.5898,13.12,14.8,54.8,0.5392,29,4.6,64.02,26,9.38,4.8,113.24,79.36,33,0.5366,86.8,0.4666,40.4,0.26,22.4,17.4,0.4,240,108.84,18.48,8.6,22.8,110.2,8.1,8.2,0.3668,31.8,12,47.98,41.6,0.5726,13.84,15.4,55,0.5168,28.4,15.2,101.26,Away,BOS
201711100DET,62.86,26,8.4,4.8,110.42,75.6,34.8,0.5378,87.8,0.472,41.4,0.2672,23.4,0.7562,17.6,6,240,111.14,22.84,10,21.2,111.8,8.48,8.6,0.3556,31,0.37,11.4,49.78,44.8,0.571,13.2,15,56.8,0.5372,30,4.2,60.82,25.2,10.2,5.4,111.14,77.16,33.6,0.5274,89.2,0.4606,41,0.253,22.6,17.4,0.4,240,110.42,24.42,12,22.2,111.2,7.74,7.8,0.3588,32,11.8,50.22,45.6,0.5628,13.66,15.6,57.2,0.5126,29.2,15.2,100.78,Home,DET
201711110WAS,63.3,25.4,7.52,4.2,111.12,74.7,31.8,0.5408,85.6,0.4668,40,0.2508,21.4,0.7566,16.2,6.8,240,109.88,22.92,9.6,20.2,108.8,8.66,8.6,0.3862,33,0.3852,12.6,48.82,41.4,0.5718,14.5,16.2,52.6,0.5242,27.4,4.4,55.64,22.4,13.08,6.6,109.88,77.08,32.2,0.538,85,0.4752,40.2,0.2742,23.2,19,0,240,111.12,25.32,11.2,21.4,110,8.7,8.6,0.3496,29.8,10.6,51.18,43.4,0.5798,15.18,17,55.2,0.539,29.6,0,99.04,Home,WAS
201711130NOP,62.46,24.8,6.34,3.6,113.02,72.96,30,0.5398,85.2,0.4644,39.6,0.2198,18.6,0.7692,14,8.6,240,108.56,23.8,9.8,20.6,106,8.86,8.6,0.3634,30.8,0.4116,12.8,48.18,39.8,0.5672,15.34,17,54.4,0.4906,26.8,3.4,62.56,25.4,11.24,6,108.56,76.2,31.2,0.5548,83.8,0.4884,40.6,0.2752,23,18.2,0,240,113.02,27.06,11.6,20.8,110.4,9.24,9,0.3562,29.8,11,51.82,42.8,0.5914,15.56,17.2,54,0.5558,29.6,0,97.7,Home,NOP
201711150ATL,62.38,23.6,5.2,2.8,117.2,72.54,27,0.5088,85.6,0.4394,37.6,0.1862,15.8,0.748,11.6,9.2,240,102.6,22.68,9.8,20.4,98.6,10.62,10.2,0.3688,31.4,0.3664,11.8,45.58,36.8,0.534,14.66,16,54.2,0.4756,25.8,3.6,65.7,28,11.28,6,102.6,77.32,33.6,0.6036,80.4,0.5274,42.2,0.2678,21.6,16,0,240,117.2,27.46,10.4,19.6,112.6,9.96,9.6,0.3622,29,12.2,54.42,44,0.6294,16.84,18.2,51.4,0.5938,30,0,96.14,Home,ATL
201711180ATL,58.78,22.2,6.32,3.4,116.18,71.88,26.4,0.5098,85.8,0.4384,37.6,0.1806,15.4,0.7444,11.2,9.2,240,103.32,23.74,10.2,20.6,98.6,11.94,11.4,0.363,31,0.3828,12.2,45.6,36.6,0.5338,15,16.4,54.8,0.4602,25.4,4.8,66.38,28,9.92,5.4,103.32,76.26,33.2,0.5976,79.8,0.526,41.8,0.2696,21.6,16,0,240,116.18,28.12,10.6,19,111,9.8,9.4,0.3596,28.6,11.4,54.4,43.8,0.6242,16.74,18,51.2,0.603,30.4,0,95.56,Away,BOS
201711200SAS,57.42,20.8,6.36,3.4,113.82,72.76,25.4,0.4984,85,0.4266,36.2,0.1746,14.8,0.674,10.2,10,240,100.04,22.32,9.8,19.4,94.8,11.16,10.6,0.3796,32.2,0.3696,12.2,44.66,35.2,0.519,15.14,16.4,52.8,0.4548,24,5,69.08,29.2,10.2,5.4,100.04,77.68,34.6,0.5976,79.8,0.5282,42,0.2224,17.4,13,0,240,113.82,27.24,9.4,18.8,108,9.84,9.4,0.3618,28.8,11,55.34,44,0.619,17.14,18.2,51,0.6148,31,0,94.84,Home,SAS
201711220ATL,59.88,23,7.46,4,113.54,74.42,26.4,0.5352,83.6,0.4604,38.2,0.1836,15.2,0.6696,10.4,10,240,106.38,21.08,9,17.8,99.2,10.48,9.8,0.379,31.6,0.3848,12.4,45.58,35.4,0.5528,13.96,14.6,52,0.5008,25.8,5.8,71.6,30,7.06,3.8,106.38,78.92,33.8,0.5894,80.8,0.517,41.6,0.1868,14.8,11.2,0,240,113.54,25.58,9,18.4,106,9.2,8.6,0.37,29.8,11.6,54.42,42.8,0.6088,15.94,16.6,51,0.5964,30,0,93.28,Away,LAC
201711240ATL,62.38,24,9.62,5.6,114.8,73,27.8,0.5418,81.8,0.471,38.2,0.1988,16.2,0.6632,11.2,9.2,240,105.38,19.32,8,18,99,7.7,7.2,0.3732,30.4,0.3704,11.4,45.6,35.8,0.561,14.8,15.4,51.4,0.5272,26.8,7.4,69.24,29.8,5.94,3.2,105.38,80.68,33,0.5708,85.6,0.5026,42.8,0.1656,13.8,10.8,0,240,114.8,27,10.2,19,108,8.5,8,0.3446,29.4,11.6,54.4,43.2,0.5914,13.78,14.6,56.2,0.563,31.2,0,93.98,Home,ATL
201711250ATL,64.24,26.6,10.02,5.8,105.02,76.32,31.2,0.5896,81,0.5102,41.2,0.1748,14,0.6988,10.2,8.4,240,112.7,21.44,8,18.6,105.4,7.32,6.8,0.3858,31.2,0.4088,12.8,50.32,39.2,0.6058,15.68,16.2,49.8,0.5708,28.4,9.2,67.08,25.4,4.32,2.2,112.7,78.56,29.2,0.5014,84.8,0.4454,38,0.1864,15.2,12.8,0,240,105.02,23.68,9.8,17.4,98.4,8.54,8,0.3356,28.4,9.6,49.68,39,0.5366,13.82,14.6,56.4,0.5018,28.4,0,93.56,Away,TOR
201711300ATL,68.12,28.4,9.88,5.6,107.66,75.04,30.4,0.6016,80.4,0.5188,41.6,0.1944,15.4,0.6944,11.2,9.4,240,114.46,23.98,8.6,18.2,107.6,7.26,6.8,0.4016,32.2,0.407,13.2,51.14,39,0.6178,16.3,17,48.2,0.59,28.4,9.2,65.8,25.4,5.9,2.8,114.46,76.02,27.6,0.514,85,0.4544,38.8,0.196,16,13.6,0,240,107.66,24.96,10.2,17.6,101.4,8.92,8.4,0.3524,29.8,10.2,48.86,37.8,0.5498,14.42,15.4,55.2,0.5188,28.6,0,94,Away,CLE
201712020BRK,64.42,27.8,9.96,5.2,108.1,76.34,31.4,0.6102,83.2,0.5268,43.6,0.2038,16.6,0.7622,12.6,10,240,119.76,25.7,9.4,19,113.4,8.24,7.8,0.3856,31.6,0.4276,13.6,52.8,40.8,0.6302,14.82,15.6,51.6,0.5874,30,9.6,66.6,24.8,6.3,3.4,119.76,74.3,26.8,0.5164,83.6,0.4476,37.6,0.2338,19,15.8,0,240,108.1,23.66,9.8,17.8,102.6,7.62,7.2,0.3852,32,11.6,47.2,36.6,0.5568,14.58,15.6,51.6,0.5004,26,0,94.76,Away,ATL
201712040ATL,64.92,27.6,10.78,5.6,103.84,77.66,34,0.5888,85,0.5074,43,0.189,15.8,0.7988,12.6,10.6,240,116.68,27.92,10.6,21.6,112.2,8.12,7.8,0.3914,32.8,0.411,13.6,54.8,44.6,0.6126,15.68,17,52.2,0.5676,29.4,10.2,65.6,23.2,6.26,3.4,116.68,72.08,27.2,0.4922,83.4,0.4244,35.6,0.2634,21.4,17.4,0,240,103.84,22.34,9.8,17.6,100,7.26,7,0.3886,32.2,11.4,45.2,37,0.5376,14.94,16.2,51.2,0.47,24.2,0,96.26,Away,BRK
201712060ORL,62.42,26.6,9,4.4,100.66,78.22,35,0.5686,88,0.4908,43,0.1962,17,0.7774,13.2,12.8,245,115.22,29.2,11.8,21,112.6,9.24,9,0.3724,32.2,0.4124,13.4,54.76,46.8,0.5932,14.7,16.4,55.8,0.5388,29.6,9.2,60.24,17.6,7.54,3,115.22,70.8,22.4,0.4842,65.4,0.4182,27,0.276,19,15.6,0,197,100.66,21.78,7.4,15.2,98.8,7.52,5.6,0.3832,27,9.2,45.24,29.8,0.5302,15.98,14.8,38.4,0.47,17.8,0,96.06,Home,ORL
201712090ATL,66.28,28.2,8.6,4.2,108.78,76.82,33.8,0.5556,89.6,0.479,42.8,0.1922,16.8,0.7968,13.2,14.8,245,114.48,27.96,11.6,21.4,112.2,8.58,8.4,0.3702,32.6,0.4076,13.4,52.84,45.4,0.581,13.86,15.6,57,0.5222,29.4,9,62.5,20.6,9.22,4,114.48,72.04,23.6,0.5306,66.4,0.4514,30,0.2772,19.4,15.2,0,197,108.78,23.18,7.8,14.8,106.6,7.08,5.2,0.3938,28.2,11.4,47.16,31.4,0.5672,14.82,13.6,38.2,0.4888,18.6,0,96.3,Home,ATL
201712100NYK,63.54,26.6,7.78,4,107.6,77.84,34,0.5368,89.2,0.4714,42,0.2018,17.4,0.8012,13.8,17.4,245,111,24.32,10.4,23,109.4,7.72,7.6,0.352,31,0.3732,11.6,51.54,44.4,0.5664,13.42,15,58.2,0.529,30.4,7.2,59,19,8.96,4,111,75.68,24.8,0.5154,66.6,0.4452,29.6,0.3014,21.4,16.8,0,197,107.6,22.16,7.4,16.8,106,7.04,5.2,0.358,25.4,10,48.46,32.2,0.5568,13.86,12.6,41.2,0.476,19.6,0,96.76,Home,NYK
201712120CLE,67.98,28.2,6.94,3.8,112.38,79.42,32.6,0.5426,87.8,0.4698,41.2,0.2018,17.2,0.843,14.2,18.2,245,111.4,23.66,9.8,22.6,109.4,6.92,6.8,0.3756,32.8,0.388,12.8,51.44,42.4,0.5746,13.86,15.4,55,0.5226,28.4,7.4,58.28,20.8,7.46,2.8,111.4,76.34,24.2,0.5466,67.4,0.4738,32.4,0.2734,19.2,14.8,0,197,112.38,20.58,6.2,16.8,110.2,7.9,6,0.344,24.6,10.6,48.56,30.4,0.581,12.94,11.4,42.8,0.5076,21.8,0,96.44,Home,CLE
201712140ATL,66.52,27.6,6.18,3.2,114.48,79.52,31,0.534,88.8,0.4646,41.2,0.1932,16.6,0.8362,13.6,18,245,112.58,24.62,10.2,21.6,108.4,7.72,7.4,0.3574,31.6,0.3912,12.4,51.38,41.2,0.5648,12.7,14,57.2,0.5098,28.8,8.6,63.78,22.8,8.64,3.6,112.58,75.38,23.8,0.5696,65,0.492,32.8,0.2818,19,13.8,0,197,114.48,20.48,5.8,15.4,110.4,7.42,5.4,0.3594,24.8,11,48.62,29.6,0.597,13,11,40.2,0.5344,21.8,0,94.56,Away,DET
201712150MEM,69.9,28,7.2,3.6,114.38,79.36,29,0.54,85.6,0.467,40,0.1918,15.8,0.8612,13.4,18.8,240,112.82,23.72,9.4,22.2,106,8.98,8.4,0.38,32.4,0.3872,12.6,50.66,38.4,0.5724,13.2,14,53.2,0.5176,27.4,8.8,68.04,26.6,9.12,4.8,112.82,76.28,29.8,0.5772,78.8,0.4956,39.2,0.2886,22.4,16.2,0,240,114.38,20.64,7.6,19.4,107.6,8.3,7.8,0.3664,28.8,13,49.34,37.4,0.6056,14.32,14.8,50,0.525,26.2,0,93.96,Home,MEM
201712180ATL,63.12,24,8.3,4.4,111.76,79.56,30,0.528,83,0.4604,38.2,0.2504,20.2,0.8528,17,18.4,240,110.46,23.16,9,23,104.8,9.32,8.8,0.3692,30.6,0.3668,11.4,51.16,39,0.57,14.38,15.4,52.4,0.5146,26.8,9.6,65.1,25,9.28,4.8,110.46,76.84,29.4,0.5546,79.4,0.4846,38.6,0.3006,23.6,17.8,0,240,111.76,20.44,7.8,21.4,106.2,8.42,8,0.3368,26.6,11.2,48.84,37.2,0.5908,14.18,14.8,52.8,0.5212,27.4,0,94.92,Home,ATL
201712200ATL,60.72,23.4,8.96,4.6,110.36,77.48,30,0.5262,84,0.4618,38.8,0.2188,18,0.8822,15.8,17.2,240,112.12,23.52,9.4,21,104.4,9.42,8.8,0.3398,28.6,0.3754,11,50.12,39.4,0.5676,13.18,14,55.4,0.501,27.8,12,72.32,27.2,9.5,5.2,112.12,76.48,30.4,0.547,79.6,0.4734,37.8,0.265,20.8,15.6,0,240,110.36,22.52,8.8,18.8,103,7.7,7.2,0.3658,29,11.8,49.9,39.2,0.5798,14.46,15,50.6,0.517,26,0,93.2,Away,IND
201712220OKC,61.34,23.8,8.36,4.4,109.3,72.54,28.6,0.5366,82.6,0.472,39,0.2306,18.8,0.8624,16.2,18,240,112.34,23.02,8.8,22.4,105,10.22,9.6,0.3368,27.8,0.3804,10.8,48.18,37.4,0.5776,14.12,15,54.8,0.514,28.2,12.2,68.64,25,10.66,5.8,112.34,76.98,29.2,0.5354,78.8,0.4692,37,0.3174,25,18,0,240,109.3,27.46,10.6,18.8,102.4,8.92,8.4,0.3384,26.4,10.4,51.84,39.8,0.5692,15.26,16.2,52.4,0.5092,26.6,0,93.52,Home,OKC
201712230ATL,63.08,24.8,8,4.4,113.48,71.98,26.8,0.5428,81.6,0.482,39.4,0.2392,19.4,0.8558,16.6,20.4,240,112.34,19.78,7.4,21.2,105.4,9.76,9.2,0.3478,28.4,0.3484,10,45.5,34.2,0.5842,13.36,14,53.2,0.5514,29.4,11,64.94,25.2,9.42,5,112.34,80.22,30.2,0.5536,79.8,0.4898,39,0.3018,24.2,18.4,0,240,113.48,28.02,10.4,20.2,106.6,8.68,8.2,0.3138,25,10.2,54.52,40.6,0.5896,14.98,16,54.8,0.527,28.8,0,93.86,Home,ATL
201712270ATL,60.92,24.2,7.88,4.4,116.42,70.44,27.4,0.5366,82.4,0.48,39.6,0.2618,21.4,0.8346,17.8,19,240,112.78,20.2,7.8,22.2,106.4,8.42,8,0.3264,27,0.346,9.4,45.12,35.2,0.5794,12.46,13.2,55.4,0.547,30.2,13.6,66.94,26.6,9.28,5.2,112.78,79.8,31,0.545,83,0.4846,40,0.32,26.6,20,0,240,116.42,29.56,11.6,19.6,110,7.56,7.2,0.3284,27.4,10,54.9,42.6,0.583,12.9,14,55.6,0.5416,30,0,94.42,Home,ATL
201712290TOR,61.42,24.6,7.98,4.6,116.88,67.82,27.4,0.5332,84.2,0.4752,40,0.2312,19.4,0.798,15.4,21.2,240,111.8,21.96,9,19.6,105.2,7.82,7.4,0.3178,26.8,0.365,9.8,44.44,36.4,0.5678,12.18,13,57.4,0.5302,30.2,12.4,63.34,26,11.74,7,111.8,78.04,31.6,0.5438,87.4,0.4806,41.6,0.2606,22,16,0,240,116.88,32.18,13.4,19.4,110.2,7.8,7.4,0.3458,30.4,11,55.58,45,0.5714,12.54,13.8,57,0.5402,30.6,0,94.18,Home,TOR
201712300ATL,62.48,24.6,8.78,5.2,117.9,67.42,27.8,0.5202,84.8,0.4624,39.2,0.2154,18.2,0.7624,13.8,21.8,240,107.36,24.34,10.4,19.6,102,8.64,8.2,0.3254,27.6,0.3544,9.8,45.28,38.2,0.5498,13.98,15.2,57.2,0.5186,29.4,12.4,62.42,26.4,10.78,6.4,107.36,75.66,31.6,0.5532,89,0.484,42.6,0.245,21,14.6,0,240,117.9,32.58,13.8,19.2,112,9.26,8.8,0.3416,30.6,12.2,54.72,45.4,0.5744,12.42,13.8,58.4,0.5246,30.4,0,94.98,Home,ATL
201801020PHO,59.76,22.6,8.82,5.2,114.86,69.52,28.4,0.4932,85.2,0.4416,37.6,0.2328,19.8,0.7656,15.2,22.2,240,104.74,26.38,12.4,19.2,99.2,8.46,8,0.3214,27.4,0.3252,8.8,46.42,40.8,0.5284,13.98,15.4,57.8,0.502,28.8,13,63.82,26.4,10.32,6.2,104.74,73.62,33.8,0.5404,88,0.4778,41.6,0.237,20,14.6,0,240,114.86,30.48,13,20,108.8,8.44,8,0.3378,30,11,53.58,46.8,0.5666,12.94,14.2,58,0.5322,30.6,0,94.74,Home,PHO
201801050POR,54.68,19.2,9.64,5.6,113.74,70.14,29.4,0.4634,84.8,0.4126,35,0.2578,21.8,0.7736,17,22.8,240,100.28,27.28,13.2,19,95.6,8.2,7.8,0.3064,26,0.3322,8.6,47,42.6,0.5062,14.92,16.6,58.8,0.4484,26.4,13.2,63.98,26.6,11.32,6.8,100.28,72.72,35,0.5388,89,0.4734,41.8,0.2134,18.4,13.2,0,240,113.74,29.86,13,20.2,108.4,9.68,9.2,0.3488,31.2,11.6,53,48,0.562,12.9,14.2,57.8,0.5268,30.2,0,95.28,Home,POR
201801070LAL,51.7,18.8,9.48,5.4,114.86,73.3,28.6,0.4658,87.4,0.4134,36.2,0.2426,21.2,0.785,16.8,25.4,240,100.78,27.14,13.4,17.4,98.4,7.9,7.6,0.3196,28,0.3278,9.2,47,42,0.5078,14.98,17,59.4,0.4538,27,11.4,63.66,27.4,10.86,6.6,100.78,72.86,36.2,0.57,87.4,0.4978,43.2,0.2098,17.6,13.2,0,240,114.86,26.7,11,21,112.2,10.64,10.4,0.3538,31,12.6,53,47.2,0.5922,14.18,15.6,56.4,0.5496,30.6,0,97.5,Home,LAL
201801080LAC,51.16,18.6,9.8,5.6,113.64,74.96,29.2,0.4588,89,0.4062,36.2,0.2576,23,0.7998,18.4,26.2,240,102.04,28.36,14.4,19.6,100.2,8.46,8.2,0.342,30.6,0.3068,9.4,48.18,43.6,0.505,14.12,16.2,58.4,0.4582,26.8,11.6,62.52,26.2,9.24,5.4,102.04,71.64,36.4,0.57,83.4,0.4996,41.6,0.2746,22.8,16.6,0,240,113.64,25.04,10,21.6,111.6,10.78,10.6,0.3258,27.2,11.8,51.82,46.4,0.598,15.1,16.6,56.2,0.5392,29.8,0,98.06,Home,LAC
201801100DEN,53.1,19.8,8.46,4.8,111.3,75.48,30.6,0.4808,88,0.4214,37,0.272,24,0.846,20,28.8,240,105.6,25.74,12.6,20.6,104.4,7.76,7.6,0.3508,31,0.3396,10.4,48.56,43.2,0.532,13.58,15.4,57,0.4672,26.6,10.2,62.24,25.8,10.5,6,105.6,74.28,35.2,0.5538,84.6,0.4898,41.2,0.283,23.8,17,0,240,111.3,24.52,10.2,22,110.2,10.88,10.8,0.3362,28.6,10.8,51.44,45.4,0.5826,14.78,16.4,56,0.551,30.4,0,98.84,Away,ATL
201801120ATL,57.6,22,7.74,4.4,110.78,77.74,32,0.4934,88,0.4306,37.8,0.2744,24.2,0.8088,19.2,28.6,240,106.3,24.42,11.8,21,105.8,7.08,7,0.3578,31.6,0.3514,11,49.02,43.8,0.5386,13.28,15,56.4,0.4762,26.8,11.4,61.3,25.2,10.22,5.8,106.3,75.6,35.6,0.5496,85.2,0.4812,40.8,0.2804,23.8,17.2,0,240,110.78,22.26,9.6,22.6,110.4,10.64,10.6,0.349,29.8,11.6,50.98,45.2,0.5798,14.22,15.8,55.4,0.5346,29.2,0,99.48,Away,BRK
201801150ATL,61.24,24,7.38,4.4,109.3,75.76,32.2,0.5056,88.8,0.4434,39.2,0.2602,23.2,0.8108,18.4,26.2,240,108.62,23.34,11.2,20.4,107.8,8.16,8,0.3458,30.8,0.3626,11,48.12,43.4,0.5474,12.1,13.6,58,0.4882,28.2,15.2,58.84,23.8,9.08,5.2,108.62,76.68,35.8,0.5292,86.4,0.4666,40.2,0.278,23.8,17.6,0,240,109.3,24.24,10.6,23.2,108.8,10.02,10,0.3322,28.8,10.8,51.88,46.4,0.5628,14.06,15.8,57.6,0.5162,29.4,0,99.3,Home,ATL
201801170ATL,65.92,25,8.22,4.8,105.72,74.18,33.6,0.5056,86,0.4438,38,0.2588,22.4,0.7824,17.2,24.6,240,108.34,24.06,11,21.2,103.8,8.34,8,0.341,29.4,0.366,10.6,49.52,44.6,0.544,11.98,13,56.6,0.486,27.4,17.8,62.8,23.8,8.22,4.6,108.34,75.96,33.4,0.4934,87,0.4382,38,0.249,21.4,15.6,0,240,105.72,25.82,11.8,22.6,101.2,8.72,8.4,0.3382,29.6,9.6,50.48,45.2,0.526,12.82,14.2,57.4,0.4984,28.4,0,95.72,Home,ATL
201801200ATL,70.9,27.2,6.3,3.4,103.1,76.28,35,0.5336,82.8,0.4646,38.4,0.251,20.8,0.8186,16.8,24.2,240,109.06,18.76,8,20.6,105,8.1,7.8,0.344,28.4,0.3996,11.4,48.96,43,0.5722,12.74,13.4,54.4,0.4994,27,19.4,69.8,26,6.82,3.6,109.06,81.26,34,0.4814,88.4,0.4248,37.4,0.219,19.2,14.2,0,240,103.1,23.72,10.8,21.8,99,7.7,7.4,0.4002,35.6,10,51.04,44.8,0.513,12.32,13.6,52.8,0.5208,27.4,0,96.14,Away,CHI
