,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,outcome,game_id
21,62.36,24.8,13.24,6.8,110.58,80.9,33.8,0.5088,88.8,0.4462,39.6,0.26399999999999996,22.8,17.2,10.2,240.0,102.32000000000001,22.7,10.8,22.0,107.6,10.02,10.6,0.4166,37.0,11.2,50.42,44.6,0.5456000000000001,16.68,19.8,51.8,0.5481999999999999,28.4,3.0,58.58,25.6,10.48,6.6,112.08,78.04,36.0,0.5572,89.0,0.49260000000000004,43.8,0.2466,21.8,18.6,3.4,245.0,116.74000000000001,25.259999999999998,10.6,21.8,117.6,7.159999999999999,7.2,0.35519999999999996,31.4,11.4,53.44,46.6,0.5978,12.62,14.2,57.6,0.5646,32.4,6.0,1,201812030ATL
22,60.24000000000001,25.0,11.879999999999999,6.2,113.46,80.5,32.0,0.5184,90.6,0.45760000000000006,41.4,0.24580000000000002,21.8,16.8,10.2,240.0,105.35999999999999,24.54,11.6,21.0,110.6,10.239999999999998,10.8,0.388,35.2,11.0,50.24,43.6,0.5536,16.2,19.4,55.4,0.5439999999999999,30.4,3.0,59.08,19.4,9.0,3.4,112.64000000000001,65.34,25.8,0.5378000000000001,73.0,0.4234,33.0,0.2186,13.4,9.4,8.2,197.0,108.17999999999999,16.8,6.8,18.4,109.8,8.64,7.4,0.3436,26.2,8.6,42.379999999999995,32.6,0.5609999999999999,12.02,11.6,46.8,0.6186,24.4,5.2,1,201812050ATL
23,60.3,23.8,9.459999999999999,5.2,112.96000000000001,80.16000000000001,32.6,0.4972,90.2,0.4404,39.6,0.28979999999999995,25.8,19.8,10.2,240.0,102.11999999999999,23.699999999999996,11.4,21.8,109.2,11.62,12.4,0.38759999999999994,35.0,10.2,49.7,44.0,0.539,16.34,19.8,55.2,0.5277999999999999,29.4,3.0,69.34,29.2,8.92,4.6,108.63999999999999,79.42,36.0,0.5248,91.2,0.46580000000000005,42.2,0.2864,25.6,18.4,5.8,245.0,115.97999999999999,28.080000000000002,13.6,19.8,113.4,7.8,7.6,0.2994,27.4,10.6,53.68000000000001,49.6,0.5556,10.6,12.2,63.8,0.49379999999999996,31.6,13.0,1,201812080ATL
24,62.260000000000005,24.0,6.859999999999999,4.0,105.7,81.96,37.8,0.5074,87.8,0.44480000000000003,39.0,0.2802,24.6,18.8,2.2,240.0,109.28000000000002,27.52,13.2,16.4,107.8,8.14,8.0,0.37520000000000003,32.8,11.0,54.02,51.0,0.5478,13.040000000000001,14.8,55.0,0.5146000000000001,28.0,2.4,65.22,26.0,10.2,6.0,110.17999999999999,80.67999999999999,33.8,0.4894,92.8,0.4314,40.0,0.24420000000000003,22.6,16.6,7.0,240.0,100.46,22.860000000000003,11.2,21.6,107.4,10.860000000000001,11.6,0.4004,37.2,10.8,49.66,45.0,0.5228,15.319999999999999,18.6,55.6,0.5196,29.2,2.0,0,201812120DAL
25,60.64,27.8,6.9799999999999995,4.0,101.9,80.74000000000001,37.2,0.5782,92.8,0.49660000000000004,46.0,0.2152,20.0,17.4,6.0,245.0,125.0,25.4,11.0,20.6,124.4,8.3,8.2,0.4382,40.4,15.0,54.2,48.2,0.6136,9.92,11.2,52.4,0.592,31.0,9.0,62.480000000000004,26.2,8.639999999999999,4.8,111.92,80.5,31.8,0.5132,92.8,0.45499999999999996,42.2,0.227,21.0,14.8,7.8,240.0,103.5,23.7,11.2,22.6,110.0,10.120000000000001,10.8,0.37679999999999997,35.0,10.8,49.64,43.0,0.5392,15.7,19.0,57.8,0.5404,31.4,2.2,0,201812140BOS
26,60.14,20.8,5.12,3.0,112.23999999999998,79.78,27.4,0.552,68.2,0.458,33.0,0.3432,25.8,20.2,7.2,197.0,115.72,25.560000000000002,7.6,18.2,116.4,6.92,5.4,0.3546,24.2,10.4,53.720000000000006,35.0,0.593,12.500000000000002,10.4,44.0,0.49399999999999994,22.6,4.2,65.38000000000001,26.4,9.139999999999999,5.2,113.08,78.16,31.8,0.5146,90.8,0.4492,40.8,0.2598,23.4,16.4,8.6,240.0,103.5,24.82,11.6,24.0,109.8,9.2,9.8,0.3902,35.4,11.8,49.78000000000001,43.4,0.5432,16.220000000000002,19.6,55.4,0.5172,29.0,2.4,0,201812160BRK
27,71.1,29.4,9.84,5.4,117.25999999999999,76.17999999999999,31.6,0.5382,89.8,0.462,41.4,0.2652,23.6,16.6,13.2,240.0,107.53999999999999,24.86,11.4,24.2,113.0,9.080000000000002,9.6,0.40059999999999996,36.0,13.6,49.48,43.0,0.5650000000000001,15.720000000000002,18.8,53.8,0.5132,27.8,3.6,59.8,21.8,6.299999999999999,2.8,117.26000000000002,74.12,22.8,0.5496000000000001,76.2,0.47400000000000003,36.6,0.21000000000000002,14.0,9.6,9.8,197.0,113.16,17.64,7.0,14.4,114.6,7.660000000000001,6.6,0.352,26.4,10.2,43.339999999999996,29.8,0.5690000000000001,10.639999999999999,9.2,49.8,0.48439999999999994,26.4,6.6,1,201812180ATL
28,52.480000000000004,21.2,6.480000000000001,3.6,118.75999999999999,79.02000000000001,33.4,0.48900000000000005,93.2,0.4332,40.4,0.273,25.4,18.8,17.6,245.0,107.58000000000001,20.279999999999998,10.2,18.6,110.0,6.18,6.4,0.34159999999999996,31.8,10.4,47.28000000000001,43.6,0.5267999999999999,9.7,11.2,61.4,0.4888,30.0,7.0,69.88000000000001,28.4,10.76,5.6,114.96,77.28,31.8,0.5448000000000001,87.2,0.46640000000000004,40.6,0.29660000000000003,25.2,18.4,13.2,240.0,109.32000000000001,27.639999999999997,12.4,24.6,113.2,7.5,7.8,0.39899999999999997,34.8,13.6,51.54,44.2,0.577,16.8,20.0,52.4,0.5122,27.0,3.6,0,201812210NYK
29,61.55999999999999,24.0,8.98,5.2,108.6,79.86,35.4,0.5297999999999999,86.0,0.45499999999999996,39.2,0.2836,24.2,16.4,8.4,245.0,107.97999999999999,22.8,10.0,22.8,107.8,5.74,5.6,0.41879999999999995,36.2,13.0,51.4,45.4,0.556,13.459999999999999,15.0,49.8,0.5272,26.2,8.6,66.86,27.6,7.5200000000000005,3.6,117.84,79.58,31.2,0.548,86.8,0.4750000000000001,41.2,0.315,26.8,19.8,17.8,240.0,112.08,30.24,13.6,23.6,114.8,6.62,6.8,0.37239999999999995,32.2,12.6,53.379999999999995,44.8,0.5832,16.479999999999997,19.6,54.6,0.5206,28.6,5.2,0,201812230DET
30,70.44000000000001,28.2,9.879999999999999,5.0,114.02000000000001,79.80000000000001,33.4,0.5294,86.4,0.46180000000000004,39.8,0.3398,29.0,21.8,18.2,240.0,110.22,29.46,13.4,22.6,113.0,7.0,7.2,0.352,30.2,11.6,53.739999999999995,46.8,0.5711999999999999,15.7,18.6,56.2,0.5022,28.2,5.8,57.42,23.2,13.440000000000001,6.8,101.2,76.30000000000001,35.2,0.5146,87.8,0.4626,40.4,0.2068,18.0,13.4,4.8,240.0,107.54,25.06,11.2,20.4,103.2,9.14,8.8,0.3008,26.4,9.0,51.28000000000001,46.4,0.5418,12.760000000000002,14.0,61.4,0.5144,31.4,8.2,1,201812260ATL
